candidate,party,percent,votes,office
"URIAS, RUBEN",DEM,39.69%,"15,618","State Assembly, District 22"
"GRIERSON, STEVEN",REP,48.65%,"5,555","State Assembly, District 23"
"WOMACK, ROSEMARY",DEM,51.35%,"5,863","State Assembly, District 23"
"DENIS, MO",DEM,100.00%,"2,641","State Assembly, District 28"
"GERHARDT, SUSAN",DEM,57.73%,"7,665","State Assembly, District 29"
"SMITH, MICHAEL R.",REP,42.27%,"5,613","State Assembly, District 29"
"HORNE, WILLIAM C.",DEM,100.00%,"7,672","State Assembly, District 34"
"CONKLIN, MARCUS",DEM,100.00%,"7,604","State Assembly, District 37"
"BARNHILL, BRAD LEE",IAP,4.76%,361,"State Assembly, District 41"
"PARKS, DAVID",DEM,59.89%,"4,542","State Assembly, District 41"
"WONG, BOB",REP,35.35%,"2,681","State Assembly, District 41"
"MORTENSON, HARRY",DEM,100.00%,"6,786","State Assembly, District 42"
"CHERRY, MICHAEL A.",NP,75.93%,"244,262","Supreme Court Justice, Seat C"
NONE OF THESE CANDIDATES,,24.07%,"77,445","Supreme Court Justice, Seat C"
"DOUGLAS, MICHAEL L.",NP,48.18%,"159,656","Supreme Court Justice, Seat F"
"STEEL, CYNTHIA ""DIANNE""",NP,37.08%,"122,890","Supreme Court Justice, Seat F"
NONE OF THESE CANDIDATES,,14.74%,"48,837","Supreme Court Justice, Seat F"
"BECKER, NANCY",NP,38.31%,"128,270","Supreme Court Justice, Seat G"
"SAITTA, NANCY M.",NP,46.88%,"156,976","Supreme Court Justice, Seat G"
NONE OF THESE CANDIDATES,,14.81%,"49,603","Supreme Court Justice, Seat G"
"HAFEN, CONRAD",NP,40.57%,"122,379","District Court Judge, District 8, Department 16"
"WILLIAMS, TIM",NP,59.43%,"179,244","District Court Judge, District 8, Department 16"
"ISRAEL, RON",NP,45.16%,"139,379","District Court Judge, District 8, Department 22"
"JOHNSON, SUSAN",NP,54.84%,"169,261","District Court Judge, District 8, Department 22"
"HALVERSON, ELIZABETH",NP,50.32%,"151,800","District Court Judge, District 8, Department 23"
"HENDERSON, BILL",NP,49.68%,"149,892","District Court Judge, District 8, Department 23"
"LUECK, ROBERT W.",NP,44.60%,"132,746","District Court Judge, District 8, Family Division, Department M"
"POTTER, WILLIAM S.",NP,55.40%,"164,859","District Court Judge, District 8, Family Division, Department M"
"CREAR, CEDRIC",NP,57.99%,"11,601","University Board of Regents, District 1"
"LEE, JEFFERSON",NP,42.01%,"8,405","University Board of Regents, District 1"
"ALDEN, MARK",NP,69.24%,"27,329","University Board of Regents, District 4"
"WADE, II, TROY E.",NP,30.76%,"12,139","University Board of Regents, District 4"
"DAVIS, KEVIN",NP,47.34%,"22,938","State Board of Education, District 2"
"RUGGIERO, ANTHONY",NP,52.66%,"25,513","State Board of Education, District 2"
"ARNOLD, D. L.",NP,31.06%,"21,775","State Board of Education, District 4"
"REID, CINDY",NP,68.94%,"48,330","State Board of Education, District 4"
"NANCE, GREG NYBERG",NP,59.35%,"8,657","State Board of Education, District 5"
"STUPAK, NEVADA",NP,40.65%,"5,930","State Board of Education, District 5"
"GIUNCHIGLIANI, CHRIS",DEM,65.46%,"20,206","State Board of Education, District 5"
"SHOHAM, ITZHAK ""ISAAC""",IAP,5.29%,"1,633","State Board of Education, District 5"
"THIBODEAU, JOE",REP,29.25%,"9,030","State Board of Education, District 5"
"BOGGS-MCDONALD, LYNETTE",REP,30.67%,"15,365",COUNTY COMMISSION DISTRICT E
"BRAGER, SUSAN",DEM,59.47%,"29,794",COUNTY COMMISSION DISTRICT E
"HANSEN, WHITNEY FRANCESCA",IAP,9.85%,"4,936",COUNTY COMMISSION DISTRICT E
"O'NEIL, MATTHEW EUGENE",DEM,37.88%,"15,391",COUNTY COMMISSION DISTRICT F
"REID, RORY",DEM,62.12%,"25,245",COUNTY COMMISSION DISTRICT F
"FERGUSON, PATRICK ANTONIO",DEM,45.05%,"156,077",COUNTY COMMISSION DISTRICT G
"ROGER, DAVID",REP,54.95%,"190,383",COUNTY COMMISSION DISTRICT G
"HANSEN, JONATHAN",IAP,24.40%,"81,401",DISTRICT ATTORNEY
"SCHOFIELD, M. W.",DEM,75.60%,"252,274",DISTRICT ATTORNEY
"COULSON, ALICE M.",REP,32.57%,"111,908",COUNTY ASSESSOR
"PARRAGUIRRE, SHIRLEY",DEM,61.46%,"211,198",COUNTY ASSESSOR
"ROGERS, CONNIE",IAP,5.98%,"20,534",COUNTY ASSESSOR
"COMFORTI, MOSHE",IND,2.01%,"6,859",COUNTY CLERK
"CONWAY, DEBBIE",DEM,49.13%,"167,581",COUNTY CLERK
"EDWARDS, JIM",REP,43.67%,"148,948",COUNTY CLERK
"EISNER, GIL",IND,5.20%,"17,723",COUNTY CLERK
"FITZPATRICK, LAURA",DEM,75.63%,"246,756",COUNTY RECORDER
"HINTON, LANCE",IAP,24.37%,"79,490",COUNTY RECORDER
"BLANQUE, ANTHONY ""GRASSROOTS""",IAP,5.56%,"18,835",COUNTY TREASURER
"CAHILL, JOHN J.",DEM,53.73%,"182,012",COUNTY TREASURER
"HARNEY, JOHN",REP,40.71%,"137,920",COUNTY TREASURER
"MARKOTAY, LARRY L.",REP,100.00%,"5,529",PUBLIC ADMINISTRATOR
"LAUB, ERIK L.",DEM,100.00%,293,"CONSTABLE, BOULDER TOWNSHIP"
"HILFORD, RON",DEM,45.65%,"29,163","CONSTABLE, BUNKERVILLE TOWNSHIP"
"MITCHELL, EARL",REP,54.35%,"34,720","CONSTABLE, BUNKERVILLE TOWNSHIP"
"GRONAUER, ROBERT ""BOBBY G.""",DEM,64.57%,"150,675","CONSTABLE, HENDERSON TOWNSHIP"
"TURNER, BEATRICE DENISE",REP,35.43%,"82,665","CONSTABLE, HENDERSON TOWNSHIP"
"KETTERER, PATRICK",DEM,100.00%,"1,337","CONSTABLE, LAS VEGAS TOWNSHIP"
"THURSTON, DUANE L.",REP,100.00%,"2,881","CONSTABLE, LAUGHLIN TOWNSHIP"
"LEAVITT, GARY L.",REP,100.00%,218,"CONSTABLE, MESQUITE TOWNSHIP"
"FREI, LEON S.",REP,100.00%,"2,262","CONSTABLE, MOAPA TOWNSHIP"
"BROWN, HERB",DEM,100.00%,"24,316","CONSTABLE, MOAPA VALLEY TOWNSHIP"
"KENDALL, DIANE",REP,45.07%,160,"CONSTABLE, NORTH LAS VEGAS TOWNSHIP"
"OCHOA, CEL",IAP,54.93%,195,"CONSTABLE, NORTH LAS VEGAS TOWNSHIP"
"GRECO, STEVE J.",NP,34.37%,"15,403","CONSTABLE, SEARCHLIGHT TOWNSHIP"
"JANISON, TERRI",NP,65.63%,"29,413","CONSTABLE, SEARCHLIGHT TOWNSHIP"
"EDWARDS, CAROLYN",NP,62.19%,"34,365","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E"
"JOYA, SONIA",NP,37.81%,"20,894","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E"
"DUPALO, MARTIN DEAN",NP,42.24%,"15,879","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT F"
"MOULTON, SHEILA R.",NP,57.76%,"21,717","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT F"
"AIROLA, JERRY M.",NP,36.73%,"126,222","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"GILLESPIE, DOUGLAS C.",NP,63.27%,"217,424","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"DODENBIER, DARRYLL B.",NP,52.37%,166,SHERIFF
"LEAVITT, DAVID A.",NP,47.63%,151,SHERIFF
"ZIMMERMAN, ANN E.",NP,71.46%,"148,355","JUSTICE OF THE PEACE, BUNKERVILLE TOWNSHIP"
"ZOBRIST, GERRY",NP,28.54%,"59,263","JUSTICE OF THE PEACE, BUNKERVILLE TOWNSHIP"
"POLLOCK, KENNETH E.",NP,42.29%,"88,766","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, Department 8"
"SILVER, ABBI",NP,57.71%,"121,143","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, Department 8"
"BUSH, RICHARD",NP,23.89%,275,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, Department 10"
"ROBISON, KELBY R.",NP,18.68%,215,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, Department 10"
"STATON, KEN",NP,57.43%,661,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, Department 10"
"ANDERSON, DAVID N.",NP,42.90%,136,"MEMBER, MOAPA VALLEY WATER DISTRICT, SEAT B, OVERTON"
"LEAVITT, KENYON RAY",NP,57.10%,181,"MEMBER, MOAPA VALLEY WATER DISTRICT, SEAT B, OVERTON"
"ATKINS, TIM",NP,53.22%,860,"BOARD MEMBER, VIRGIN VALLEY WATER DISTRICT, BUNKERVILLE"
"SMITLEY, THOMAS H.",NP,46.78%,756,"BOARD MEMBER, VIRGIN VALLEY WATER DISTRICT, BUNKERVILLE"
"BORCHER, DAVID G.",NP,24.62%,886,"JUSTICE OF THE PEACE, LAUGHLIN TOWNSHIP"
"FABBI, CRAIG",NP,34.82%,"1,253","JUSTICE OF THE PEACE, LAUGHLIN TOWNSHIP"
"PRAY, DANIEL",NP,40.55%,"1,459","JUSTICE OF THE PEACE, LAUGHLIN TOWNSHIP"
"RODGERS, KENNY",NP,49.53%,"1,220","TRUSTEE, MOAPA VALLEY TV MAINTENANCE DISTRICT"
"WAITE, D. LANNY",NP,50.47%,"1,243","TRUSTEE, MOAPA VALLEY TV MAINTENANCE DISTRICT"
"FETHERSTON, MIKE",NP,52.99%,612,"JUSTICE OF THE PEACE, MOAPA VALLEY TOWNSHIP"
"LACROIX, MATTHEW J.",NP,47.01%,543,"JUSTICE OF THE PEACE, MOAPA VALLEY TOWNSHIP"
"LEE, CHRIS",NP,49.21%,"12,575","TRUSTEE, OVERTON POWER DISTRICT 1, OVERTON"
"TYRRELL, NATALIE",NP,50.79%,"12,980","TRUSTEE, OVERTON POWER DISTRICT 1, OVERTON"
"HAVILAND, DAWN",NP,81.94%,549,"JUSTICE OF THE PEACE, N LAS VEGAS TOWNSHIP, Department 2"
"KOSTAS, SOCRATES J.",NP,18.06%,121,"JUSTICE OF THE PEACE, N LAS VEGAS TOWNSHIP, Department 2"
"TURNER, WENDELL E.",NP,58.52%,213,"JUSTICE OF THE PEACE, GOODSPRINGS TOWNSHIP"
"WEAVER, JACK J.",NP,41.48%,151,"JUSTICE OF THE PEACE, GOODSPRINGS TOWNSHIP"
"BEAUSOLEIL, KAREN",NP,45.05%,"1,475","JUSTICE OF THE PEACE, SEARCHLIGHT TOWNSHIP"
"DODD, RON L.",NP,54.95%,"1,799","JUSTICE OF THE PEACE, SEARCHLIGHT TOWNSHIP"
