precinct,office,candidate,votes
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",4
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",18
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",22
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",27
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",0
BEATTY 01,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",6
BEATTY 01,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",13
BEATTY 01,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",16
BEATTY 01,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",29
BEATTY 01,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",25
BEATTY 01,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",14
BEATTY 01,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",0
BEATTY 01,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",29
BEATTY 01,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",6
BEATTY 01,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",6
BEATTY 01,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",7
BEATTY 01,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",2
BEATTY 01,County Sheriff - NYE - NonPartisan (Nonpartisan),"VERDI, CARLO J.",0
BEATTY 01,County Sheriff - NYE - NonPartisan (Nonpartisan),"WEHRLY, SHARON",70
BEATTY 01,County Sheriff - NYE - NonPartisan (Nonpartisan),"ZANE, MARK A.",63
BEATTY 01,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",14
BEATTY 01,District Attorney (Democratic),"KUNZI, BRIAN T.",46
BEATTY 01,"District Court Judge, District 5, Department  1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",182
BEATTY 01,Governor (Democratic),"Chang, Charles ""Charlie""",3
BEATTY 01,Governor (Democratic),"Conquest, Frederick L.",5
BEATTY 01,Governor (Democratic),"Frye, Stephen H.",3
BEATTY 01,Governor (Democratic),"Goodman, Robert ""Bob""",12
BEATTY 01,Governor (Democratic),"Hyepock, Chris",2
BEATTY 01,Governor (Democratic),None Of These Candidates,37
BEATTY 01,Governor (Democratic),"Rheinhart, Allen",2
BEATTY 01,Governor (Democratic),"Rutledge, John",0
BEATTY 01,Governor (Democratic),"Shabazz, Abdul H.",1
BEATTY 01,Governor (Republican),"Hamilton, Eddie ""In Liberty""",4
BEATTY 01,Governor (Republican),"Marinch, Gary",0
BEATTY 01,Governor (Republican),None Of These Candidates,8
BEATTY 01,Governor (Republican),"Sandoval, Brian",80
BEATTY 01,Governor (Republican),"Tarbell, William",4
BEATTY 01,Governor (Republican),"Tighe, Thomas J.",0
BEATTY 01,Lieutenant Governor (Democratic),"Flores, Lucy",32
BEATTY 01,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",9
BEATTY 01,Lieutenant Governor (Democratic),None Of These Candidates,25
BEATTY 01,Lieutenant Governor (Republican),"Dyer, Chris",5
BEATTY 01,Lieutenant Governor (Republican),"Hutchison, Mark",46
BEATTY 01,Lieutenant Governor (Republican),"Lowden, Sue",35
BEATTY 01,Lieutenant Governor (Republican),None Of These Candidates,8
BEATTY 01,PUBLIC ADMINISTRATOR (Republican),"DOLE, BUTCH",21
BEATTY 01,PUBLIC ADMINISTRATOR (Republican),"DORAND-RUDOLF, ROBIN",39
BEATTY 01,PUBLIC ADMINISTRATOR (Republican),"PILKINGTON, ROBERT R.",24
BEATTY 01,State Controller (Republican),"Arlint, Cort R.",18
BEATTY 01,State Controller (Republican),"Herr, Barry",10
BEATTY 01,State Controller (Republican),"Knecht, Ron",32
BEATTY 01,State Controller (Republican),None Of These Candidates,27
BEATTY 01,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",5
BEATTY 01,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",41
BEATTY 01,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",13
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",26
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",23
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",36
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",1
CURRANT 02,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",1
CURRANT 02,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",4
CURRANT 02,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",2
CURRANT 02,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",2
CURRANT 02,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",2
CURRANT 02,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",5
CURRANT 02,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",0
CURRANT 02,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",3
CURRANT 02,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",0
CURRANT 02,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",2
CURRANT 02,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",1
CURRANT 02,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",0
CURRANT 02,County Sheriff - NYE - NonPartisan (Nonpartisan),"VERDI, CARLO J.",1
CURRANT 02,County Sheriff - NYE - NonPartisan (Nonpartisan),"WEHRLY, SHARON",4
CURRANT 02,County Sheriff - NYE - NonPartisan (Nonpartisan),"ZANE, MARK A.",7
CURRANT 02,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",2
CURRANT 02,District Attorney (Democratic),"KUNZI, BRIAN T.",3
CURRANT 02,"District Court Judge, District 5, Department  1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",20
CURRANT 02,Governor (Democratic),"Chang, Charles ""Charlie""",0
CURRANT 02,Governor (Democratic),"Conquest, Frederick L.",0
CURRANT 02,Governor (Democratic),"Frye, Stephen H.",0
CURRANT 02,Governor (Democratic),"Goodman, Robert ""Bob""",1
CURRANT 02,Governor (Democratic),"Hyepock, Chris",0
CURRANT 02,Governor (Democratic),None Of These Candidates,3
CURRANT 02,Governor (Democratic),"Rheinhart, Allen",0
CURRANT 02,Governor (Democratic),"Rutledge, John",0
CURRANT 02,Governor (Democratic),"Shabazz, Abdul H.",0
CURRANT 02,Governor (Republican),"Hamilton, Eddie ""In Liberty""",0
CURRANT 02,Governor (Republican),"Marinch, Gary",0
CURRANT 02,Governor (Republican),None Of These Candidates,0
CURRANT 02,Governor (Republican),"Sandoval, Brian",14
CURRANT 02,Governor (Republican),"Tarbell, William",0
CURRANT 02,Governor (Republican),"Tighe, Thomas J.",0
CURRANT 02,Lieutenant Governor (Democratic),"Flores, Lucy",1
CURRANT 02,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",1
CURRANT 02,Lieutenant Governor (Democratic),None Of These Candidates,3
CURRANT 02,Lieutenant Governor (Republican),"Dyer, Chris",0
CURRANT 02,Lieutenant Governor (Republican),"Hutchison, Mark",2
CURRANT 02,Lieutenant Governor (Republican),"Lowden, Sue",10
CURRANT 02,Lieutenant Governor (Republican),None Of These Candidates,2
CURRANT 02,PUBLIC ADMINISTRATOR (Republican),"DOLE, BUTCH",1
CURRANT 02,PUBLIC ADMINISTRATOR (Republican),"DORAND-RUDOLF, ROBIN",2
CURRANT 02,PUBLIC ADMINISTRATOR (Republican),"PILKINGTON, ROBERT R.",5
CURRANT 02,State Controller (Republican),"Arlint, Cort R.",1
CURRANT 02,State Controller (Republican),"Herr, Barry",3
CURRANT 02,State Controller (Republican),"Knecht, Ron",7
CURRANT 02,State Controller (Republican),None Of These Candidates,0
CURRANT 02,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",1
CURRANT 02,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",4
CURRANT 02,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",0
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",2
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",6
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",4
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",0
DUCKWATER 03,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",1
DUCKWATER 03,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",3
DUCKWATER 03,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",1
DUCKWATER 03,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",1
DUCKWATER 03,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",0
DUCKWATER 03,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",0
DUCKWATER 03,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",0
DUCKWATER 03,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",3
DUCKWATER 03,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",3
DUCKWATER 03,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",0
DUCKWATER 03,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",0
DUCKWATER 03,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",4
DUCKWATER 03,County Sheriff - NYE - NonPartisan (Nonpartisan),"VERDI, CARLO J.",1
DUCKWATER 03,County Sheriff - NYE - NonPartisan (Nonpartisan),"WEHRLY, SHARON",8
DUCKWATER 03,County Sheriff - NYE - NonPartisan (Nonpartisan),"ZANE, MARK A.",5
DUCKWATER 03,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",5
DUCKWATER 03,District Attorney (Democratic),"KUNZI, BRIAN T.",9
DUCKWATER 03,"District Court Judge, District 5, Department  1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",24
DUCKWATER 03,Governor (Democratic),"Chang, Charles ""Charlie""",2
DUCKWATER 03,Governor (Democratic),"Conquest, Frederick L.",0
DUCKWATER 03,Governor (Democratic),"Frye, Stephen H.",0
DUCKWATER 03,Governor (Democratic),"Goodman, Robert ""Bob""",9
DUCKWATER 03,Governor (Democratic),"Hyepock, Chris",0
DUCKWATER 03,Governor (Democratic),None Of These Candidates,0
DUCKWATER 03,Governor (Democratic),"Rheinhart, Allen",2
DUCKWATER 03,Governor (Democratic),"Rutledge, John",0
DUCKWATER 03,Governor (Democratic),"Shabazz, Abdul H.",1
DUCKWATER 03,Governor (Republican),"Hamilton, Eddie ""In Liberty""",1
DUCKWATER 03,Governor (Republican),"Marinch, Gary",1
DUCKWATER 03,Governor (Republican),None Of These Candidates,0
DUCKWATER 03,Governor (Republican),"Sandoval, Brian",4
DUCKWATER 03,Governor (Republican),"Tarbell, William",0
DUCKWATER 03,Governor (Republican),"Tighe, Thomas J.",0
DUCKWATER 03,Lieutenant Governor (Democratic),"Flores, Lucy",12
DUCKWATER 03,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",2
DUCKWATER 03,Lieutenant Governor (Democratic),None Of These Candidates,0
DUCKWATER 03,Lieutenant Governor (Republican),"Dyer, Chris",1
DUCKWATER 03,Lieutenant Governor (Republican),"Hutchison, Mark",0
DUCKWATER 03,Lieutenant Governor (Republican),"Lowden, Sue",5
DUCKWATER 03,Lieutenant Governor (Republican),None Of These Candidates,0
DUCKWATER 03,PUBLIC ADMINISTRATOR (Republican),"DOLE, BUTCH",0
DUCKWATER 03,PUBLIC ADMINISTRATOR (Republican),"DORAND-RUDOLF, ROBIN",2
DUCKWATER 03,PUBLIC ADMINISTRATOR (Republican),"PILKINGTON, ROBERT R.",2
DUCKWATER 03,State Controller (Republican),"Arlint, Cort R.",0
DUCKWATER 03,State Controller (Republican),"Herr, Barry",1
DUCKWATER 03,State Controller (Republican),"Knecht, Ron",4
DUCKWATER 03,State Controller (Republican),None Of These Candidates,1
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",0
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",11
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",3
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",2
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",2
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",2
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",0
FORTY BAR 18,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",1
FORTY BAR 18,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",2
FORTY BAR 18,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",1
FORTY BAR 18,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",4
FORTY BAR 18,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",7
FORTY BAR 18,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",8
FORTY BAR 18,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",0
FORTY BAR 18,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",2
FORTY BAR 18,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",3
FORTY BAR 18,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",2
FORTY BAR 18,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",5
FORTY BAR 18,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",0
FORTY BAR 18,County Sheriff - NYE - NonPartisan (Nonpartisan),"VERDI, CARLO J.",4
FORTY BAR 18,County Sheriff - NYE - NonPartisan (Nonpartisan),"WEHRLY, SHARON",9
FORTY BAR 18,County Sheriff - NYE - NonPartisan (Nonpartisan),"ZANE, MARK A.",3
FORTY BAR 18,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",7
FORTY BAR 18,District Attorney (Democratic),"KUNZI, BRIAN T.",4
FORTY BAR 18,"District Court Judge, District 5, Department  1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",26
FORTY BAR 18,Governor (Democratic),"Chang, Charles ""Charlie""",0
FORTY BAR 18,Governor (Democratic),"Conquest, Frederick L.",0
FORTY BAR 18,Governor (Democratic),"Frye, Stephen H.",1
FORTY BAR 18,Governor (Democratic),"Goodman, Robert ""Bob""",8
FORTY BAR 18,Governor (Democratic),"Hyepock, Chris",0
FORTY BAR 18,Governor (Democratic),None Of These Candidates,1
FORTY BAR 18,Governor (Democratic),"Rheinhart, Allen",0
FORTY BAR 18,Governor (Democratic),"Rutledge, John",2
FORTY BAR 18,Governor (Democratic),"Shabazz, Abdul H.",0
FORTY BAR 18,Governor (Republican),"Hamilton, Eddie ""In Liberty""",0
FORTY BAR 18,Governor (Republican),"Marinch, Gary",1
FORTY BAR 18,Governor (Republican),None Of These Candidates,1
FORTY BAR 18,Governor (Republican),"Sandoval, Brian",12
FORTY BAR 18,Governor (Republican),"Tarbell, William",1
FORTY BAR 18,Governor (Republican),"Tighe, Thomas J.",0
FORTY BAR 18,Lieutenant Governor (Democratic),"Flores, Lucy",8
FORTY BAR 18,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",3
FORTY BAR 18,Lieutenant Governor (Democratic),None Of These Candidates,1
FORTY BAR 18,Lieutenant Governor (Republican),"Dyer, Chris",0
FORTY BAR 18,Lieutenant Governor (Republican),"Hutchison, Mark",6
FORTY BAR 18,Lieutenant Governor (Republican),"Lowden, Sue",8
FORTY BAR 18,Lieutenant Governor (Republican),None Of These Candidates,1
FORTY BAR 18,PUBLIC ADMINISTRATOR (Republican),"DOLE, BUTCH",3
FORTY BAR 18,PUBLIC ADMINISTRATOR (Republican),"DORAND-RUDOLF, ROBIN",7
FORTY BAR 18,PUBLIC ADMINISTRATOR (Republican),"PILKINGTON, ROBERT R.",5
FORTY BAR 18,State Controller (Republican),"Arlint, Cort R.",3
FORTY BAR 18,State Controller (Republican),"Herr, Barry",1
FORTY BAR 18,State Controller (Republican),"Knecht, Ron",4
FORTY BAR 18,State Controller (Republican),None Of These Candidates,6
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",2
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",9
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",1
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",2
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",9
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",4
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",0
GABBS 04,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",3
GABBS 04,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",3
GABBS 04,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",3
GABBS 04,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",23
GABBS 04,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",7
GABBS 04,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",10
GABBS 04,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",0
GABBS 04,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",22
GABBS 04,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",5
GABBS 04,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",12
GABBS 04,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",8
GABBS 04,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",1
GABBS 04,County Sheriff - NYE - NonPartisan (Nonpartisan),"VERDI, CARLO J.",0
GABBS 04,County Sheriff - NYE - NonPartisan (Nonpartisan),"WEHRLY, SHARON",5
GABBS 04,County Sheriff - NYE - NonPartisan (Nonpartisan),"ZANE, MARK A.",11
GABBS 04,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",6
GABBS 04,District Attorney (Democratic),"KUNZI, BRIAN T.",16
GABBS 04,"District Court Judge, District 5, Department  1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",69
GABBS 04,Governor (Democratic),"Chang, Charles ""Charlie""",3
GABBS 04,Governor (Democratic),"Conquest, Frederick L.",0
GABBS 04,Governor (Democratic),"Frye, Stephen H.",1
GABBS 04,Governor (Democratic),"Goodman, Robert ""Bob""",8
GABBS 04,Governor (Democratic),"Hyepock, Chris",2
GABBS 04,Governor (Democratic),None Of These Candidates,6
GABBS 04,Governor (Democratic),"Rheinhart, Allen",1
GABBS 04,Governor (Democratic),"Rutledge, John",1
GABBS 04,Governor (Democratic),"Shabazz, Abdul H.",0
GABBS 04,Governor (Republican),"Hamilton, Eddie ""In Liberty""",3
GABBS 04,Governor (Republican),"Marinch, Gary",0
GABBS 04,Governor (Republican),None Of These Candidates,4
GABBS 04,Governor (Republican),"Sandoval, Brian",32
GABBS 04,Governor (Republican),"Tarbell, William",0
GABBS 04,Governor (Republican),"Tighe, Thomas J.",0
GABBS 04,Lieutenant Governor (Democratic),"Flores, Lucy",12
GABBS 04,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",5
GABBS 04,Lieutenant Governor (Democratic),None Of These Candidates,5
GABBS 04,Lieutenant Governor (Republican),"Dyer, Chris",7
GABBS 04,Lieutenant Governor (Republican),"Hutchison, Mark",11
GABBS 04,Lieutenant Governor (Republican),"Lowden, Sue",17
GABBS 04,Lieutenant Governor (Republican),None Of These Candidates,4
GABBS 04,PUBLIC ADMINISTRATOR (Republican),"DOLE, BUTCH",8
GABBS 04,PUBLIC ADMINISTRATOR (Republican),"DORAND-RUDOLF, ROBIN",15
GABBS 04,PUBLIC ADMINISTRATOR (Republican),"PILKINGTON, ROBERT R.",12
GABBS 04,State Controller (Republican),"Arlint, Cort R.",5
GABBS 04,State Controller (Republican),"Herr, Barry",8
GABBS 04,State Controller (Republican),"Knecht, Ron",15
GABBS 04,State Controller (Republican),None Of These Candidates,10
GABBS 04,"State Senate, District 14 (Democratic)","HARRISON, K.C.",6
GABBS 04,"State Senate, District 14 (Democratic)","Hunt, Joe",16
GABBS 04,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",5
GABBS 04,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",11
GABBS 04,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",6
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",4
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",15
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",16
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",2
IONE 05,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",0
IONE 05,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",0
IONE 05,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",0
IONE 05,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",0
IONE 05,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",0
IONE 05,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",1
IONE 05,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",0
IONE 05,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",0
IONE 05,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",0
IONE 05,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",0
IONE 05,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",1
IONE 05,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",0
IONE 05,County Sheriff - NYE - NonPartisan (Nonpartisan),"VERDI, CARLO J.",0
