county,precinct,office,candidate,votes,district
Churchill,16,President,Cynthia Mckinney,1,
Churchill,16,President,None Of These Candidates,2,
Churchill,16,President,Barack Obama,201,
Churchill,16,President,Ralph Nader,2,
Churchill,16,State House,Pete Goicoechea,235,35
Churchill,16,State House,Rachel King,159,35
Churchill,16,State Senate,Mike Mcginness,324,
Churchill,16,U.S. House,Craig Bergland,7,2
Churchill,16,U.S. House,Jill Derby,156,2
Churchill,16,U.S. House,John Everhart,19,2
Churchill,16,U.S. House,Dean Heller,214,2
Churchill,16,U.S. House,Sean Morse,4,2
Churchill,17,President,Chuck Baldwin,5,
Churchill,17,President,Bob Barr,5,
Churchill,17,President,John Mccain,568,
Churchill,17,President,Cynthia Mckinney,2,
Churchill,17,President,None Of These Candidates,4,
Churchill,17,President,Barack Obama,297,
Churchill,17,President,Ralph Nader,7,
Churchill,17,State House,Steven Dalton,221,38
Churchill,17,State House,Dennis Gomez,56,38
Churchill,17,State House,Tom Grady,563,38
Churchill,17,State Senate,Mike Mcginness,743,
Churchill,17,U.S. House,Craig Bergland,5,2
Churchill,17,U.S. House,Jill Derby,256,2
Churchill,17,U.S. House,John Everhart,42,2
Churchill,17,U.S. House,Dean Heller,549,2
Churchill,17,U.S. House,Sean Morse,18,2
Churchill,18,President,Chuck Baldwin,2,
Churchill,18,President,Bob Barr,4,
Churchill,18,President,John Mccain,611,
Churchill,18,President,Cynthia Mckinney,2,
Churchill,18,President,None Of These Candidates,12,
Churchill,18,President,Barack Obama,310,
Churchill,18,President,Ralph Nader,10,
Churchill,18,State House,Pete Goicoechea,660,35
Churchill,18,State House,Rachel King,242,35
Churchill,18,State Senate,Mike Mcginness,774,
Churchill,18,U.S. House,Craig Bergland,12,2
Churchill,18,U.S. House,Jill Derby,272,2
Churchill,18,U.S. House,John Everhart,32,2
Churchill,18,U.S. House,Dean Heller,605,2
Churchill,18,U.S. House,Sean Morse,12,2
Churchill,19,President,Chuck Baldwin,1,
Churchill,19,President,Bob Barr,4,
Churchill,19,President,John Mccain,340,
Churchill,19,President,Cynthia Mckinney,2,
Churchill,19,President,None Of These Candidates,3,
Churchill,19,President,Barack Obama,154,
Churchill,19,President,Ralph Nader,2,
Churchill,19,State House,Steven Dalton,107,38
Churchill,19,State House,Dennis Gomez,26,38
Churchill,19,State House,Tom Grady,347,38
Churchill,19,State Senate,Mike Mcginness,419,
Churchill,19,U.S. House,Craig Bergland,4,2
Churchill,19,U.S. House,Jill Derby,155,2
Churchill,19,U.S. House,John Everhart,13,2
Churchill,19,U.S. House,Dean Heller,322,2
Churchill,19,U.S. House,Sean Morse,7,2
Churchill,88,President,Chuck Baldwin,0,
Churchill,88,President,Bob Barr,0,
Churchill,88,President,John Mccain,0,
Churchill,88,President,Cynthia Mckinney,0,
Churchill,88,President,None Of These Candidates,0,
Churchill,88,President,Barack Obama,0,
Churchill,88,President,Ralph Nader,0,
Churchill,99,President,Chuck Baldwin,0,
Churchill,99,President,Bob Barr,0,
Churchill,99,President,John Mccain,0,
Churchill,99,President,Cynthia Mckinney,0,
Churchill,99,President,None Of These Candidates,0,
Churchill,99,President,Barack Obama,0,
Churchill,99,President,Ralph Nader,0,
Churchill,99,U.S. House,Craig Bergland,0,2
Churchill,99,U.S. House,Jill Derby,0,2
Churchill,99,U.S. House,John Everhart,0,2
Churchill,99,U.S. House,Dean Heller,0,2
Churchill,99,U.S. House,Sean Morse,0,2
Clark,100,President,Chuck Baldwin,3,
Clark,100,President,Bob Barr,6,
Clark,100,President,John Mccain,455,
Clark,100,President,Cynthia Mckinney,0,
Clark,100,President,None Of These Candidates,7,
Clark,100,President,Barack Obama,277,
Clark,100,President,Ralph Nader,7,
Clark,100,State House,Dan Briggs,124,20
Clark,100,State House,Joe Hardy,558,20
Clark,100,State House,Richard O'Dell,34,20
Clark,100,U.S. House,Floyd Fitzgibbons,12,3
Clark,100,U.S. House,Bob Giaquinta,4,3
Clark,100,U.S. House,Joseph Silvestri,15,3
Clark,100,U.S. House,Jon Porter,437,3
Clark,100,U.S. House,Jeffrey Reeves,17,3
Clark,100,U.S. House,Dina Titus,243,3
Clark,100,President,Chuck Baldwin,4,
Clark,100,President,Bob Barr,7,
Clark,100,President,John Mccain,464,
Clark,100,President,Cynthia Mckinney,0,
Clark,100,President,None Of These Candidates,6,
Clark,100,President,Barack Obama,267,
Clark,100,President,Ralph Nader,6,
Clark,100,State House,Dan Briggs,167,20
Clark,100,State House,Joe Hardy,520,20
Clark,100,State House,Richard O'Dell,26,20
Clark,100,U.S. House,Floyd Fitzgibbons,15,3
Clark,100,U.S. House,Bob Giaquinta,6,3
Clark,100,U.S. House,Joseph Silvestri,11,3
Clark,100,U.S. House,Jon Porter,424,3
Clark,100,U.S. House,Jeffrey Reeves,25,3
Clark,100,U.S. House,Dina Titus,247,3
Clark,100,President,Chuck Baldwin,1,
Clark,100,President,Bob Barr,8,
Clark,100,President,John Mccain,718,
Clark,100,President,Cynthia Mckinney,0,
Clark,100,President,None Of These Candidates,8,
Clark,100,President,Barack Obama,399,
Clark,100,President,Ralph Nader,12,
Clark,100,State House,Dan Briggs,255,20
Clark,100,State House,Joe Hardy,789,20
Clark,100,State House,Richard O'Dell,35,20
Clark,100,U.S. House,Floyd Fitzgibbons,21,3
Clark,100,U.S. House,Bob Giaquinta,10,3
Clark,100,U.S. House,Joseph Silvestri,16,3
Clark,100,U.S. House,Jon Porter,657,3
Clark,100,U.S. House,Jeffrey Reeves,36,3
Clark,100,U.S. House,Dina Titus,363,3
Clark,100,President,Chuck Baldwin,3,
Clark,100,President,Bob Barr,5,
Clark,100,President,John Mccain,180,
Clark,100,President,Cynthia Mckinney,2,
Clark,100,President,None Of These Candidates,4,
Clark,100,President,Barack Obama,203,
Clark,100,President,Ralph Nader,2,
Clark,100,State House,Dan Briggs,131,20
Clark,100,State House,Joe Hardy,230,20
Clark,100,State House,Richard O'Dell,15,20
Clark,100,U.S. House,Floyd Fitzgibbons,6,3
Clark,100,U.S. House,Bob Giaquinta,10,3
Clark,100,U.S. House,Joseph Silvestri,13,3
Clark,100,U.S. House,Jon Porter,183,3
Clark,100,U.S. House,Jeffrey Reeves,14,3
Clark,100,U.S. House,Dina Titus,163,3
Clark,100,President,Chuck Baldwin,2,
Clark,100,President,Bob Barr,8,
Clark,100,President,John Mccain,400,
Clark,100,President,Cynthia Mckinney,3,
Clark,100,President,None Of These Candidates,4,
Clark,100,President,Barack Obama,367,
Clark,100,President,Ralph Nader,9,
Clark,100,State House,Dan Briggs,223,20
Clark,100,State House,Joe Hardy,473,20
Clark,100,State House,Richard O'Dell,50,20
Clark,100,U.S. House,Floyd Fitzgibbons,19,3
Clark,100,U.S. House,Bob Giaquinta,11,3
Clark,100,U.S. House,Joseph Silvestri,20,3
Clark,100,U.S. House,Jon Porter,367,3
Clark,100,U.S. House,Jeffrey Reeves,30,3
Clark,100,U.S. House,Dina Titus,307,3
Clark,100,President,Chuck Baldwin,2,
Clark,100,President,Bob Barr,0,
Clark,100,President,John Mccain,347,
Clark,100,President,Cynthia Mckinney,1,
Clark,100,President,None Of These Candidates,3,
Clark,100,President,Barack Obama,328,
Clark,100,President,Ralph Nader,12,
Clark,100,State House,Dan Briggs,197,20
Clark,100,State House,Joe Hardy,433,20
Clark,100,State House,Richard O'Dell,27,20
Clark,100,U.S. House,Floyd Fitzgibbons,17,3
Clark,100,U.S. House,Bob Giaquinta,3,3
Clark,100,U.S. House,Joseph Silvestri,12,3
Clark,100,U.S. House,Jon Porter,330,3
Clark,100,U.S. House,Jeffrey Reeves,27,3
Clark,100,U.S. House,Dina Titus,274,3
Clark,100,President,Chuck Baldwin,1,
Clark,100,President,Bob Barr,4,
Clark,100,President,John Mccain,442,
Clark,100,President,Cynthia Mckinney,1,
Clark,100,President,None Of These Candidates,10,
Clark,100,President,Barack Obama,406,
Clark,100,President,Ralph Nader,11,
Clark,100,State House,Dan Briggs,233,20
Clark,100,State House,Joe Hardy,550,20
Clark,100,State House,Richard O'Dell,33,20
Clark,100,U.S. House,Floyd Fitzgibbons,12,3
Clark,100,U.S. House,Bob Giaquinta,1,3
Clark,100,U.S. House,Joseph Silvestri,14,3
Clark,100,U.S. House,Jon Porter,428,3
Clark,100,U.S. House,Jeffrey Reeves,19,3
Clark,100,U.S. House,Dina Titus,363,3
Clark,100,President,Chuck Baldwin,2,
Clark,100,President,Bob Barr,4,
Clark,100,President,John Mccain,557,
Clark,100,President,Cynthia Mckinney,3,
Clark,100,President,None Of These Candidates,8,
Clark,100,President,Barack Obama,359,
Clark,100,President,Ralph Nader,16,
Clark,100,State House,Dan Briggs,216,20
Clark,100,State House,Joe Hardy,659,20
Clark,100,State House,Richard O'Dell,34,20
Clark,100,U.S. House,Floyd Fitzgibbons,21,3
Clark,100,U.S. House,Bob Giaquinta,7,3
Clark,100,U.S. House,Joseph Silvestri,22,3
Clark,100,U.S. House,Jon Porter,543,3
Clark,100,U.S. House,Jeffrey Reeves,28,3
Clark,100,U.S. House,Dina Titus,298,3
Clark,100,President,Chuck Baldwin,4,
Clark,100,President,Bob Barr,8,
Clark,100,President,John Mccain,500,
Clark,100,President,Cynthia Mckinney,2,
Clark,100,President,None Of These Candidates,9,
Clark,100,President,Barack Obama,367,
Clark,100,President,Ralph Nader,7,
Clark,100,State House,Dan Briggs,180,20
Clark,100,State House,Joe Hardy,649,20
Clark,100,State House,Richard O'Dell,29,20
Clark,100,U.S. House,Floyd Fitzgibbons,13,3
Clark,100,U.S. House,Bob Giaquinta,10,3
Clark,100,U.S. House,Joseph Silvestri,17,3
Clark,100,U.S. House,Jon Porter,500,3
Clark,100,U.S. House,Jeffrey Reeves,24,3
Clark,100,U.S. House,Dina Titus,297,3
Clark,101,President,Chuck Baldwin,0,
Clark,101,President,Bob Barr,5,
Clark,101,President,John Mccain,419,
Clark,101,President,Cynthia Mckinney,2,
Clark,101,President,None Of These Candidates,12,
Clark,101,President,Barack Obama,234,
Clark,101,President,Ralph Nader,7,
Clark,101,State House,Dan Briggs,109,20
Clark,101,State House,Joe Hardy,529,20
Clark,101,State House,Richard O'Dell,17,20
Clark,101,U.S. House,Floyd Fitzgibbons,7,3
Clark,101,U.S. House,Bob Giaquinta,1,3
Clark,101,U.S. House,Joseph Silvestri,9,3
Clark,101,U.S. House,Jon Porter,405,3
Clark,101,U.S. House,Jeffrey Reeves,14,3
Clark,101,U.S. House,Dina Titus,223,3
Clark,101,President,Chuck Baldwin,5,
Clark,101,President,Bob Barr,3,
Clark,101,President,John Mccain,302,
Clark,101,President,Cynthia Mckinney,1,
Clark,101,President,None Of These Candidates,2,
Clark,101,President,Barack Obama,90,
Clark,101,President,Ralph Nader,2,
Clark,101,State House,Dan Briggs,57,20
Clark,101,State House,Joe Hardy,318,20
Clark,101,State House,Richard O'Dell,9,20
Clark,101,U.S. House,Floyd Fitzgibbons,7,3
Clark,101,U.S. House,Bob Giaquinta,3,3
Clark,101,U.S. House,Joseph Silvestri,7,3
Clark,101,U.S. House,Jon Porter,301,3
Clark,101,U.S. House,Jeffrey Reeves,11,3
Clark,101,U.S. House,Dina Titus,64,3
Clark,103,President,Chuck Baldwin,0,
Clark,103,President,Bob Barr,0,
Clark,103,President,John Mccain,241,
Clark,103,President,Cynthia Mckinney,1,
Clark,103,President,None Of These Candidates,0,
Clark,103,President,Barack Obama,154,
Clark,103,President,Ralph Nader,2,
Clark,103,State House,Nathan Santucci,55,22
Clark,103,State House,Joshua Starbuck,15,22
Clark,103,State House,Lynn Stewart,254,22
Clark,103,U.S. House,Floyd Fitzgibbons,1,3
Clark,103,U.S. House,Bob Giaquinta,1,3
Clark,103,U.S. House,Joseph Silvestri,1,3
Clark,103,U.S. House,Jon Porter,232,3
Clark,103,U.S. House,Jeffrey Reeves,2,3
Clark,103,U.S. House,Dina Titus,139,3
Clark,103,President,Chuck Baldwin,2,
Clark,103,President,Bob Barr,5,
Clark,103,President,John Mccain,553,
Clark,103,President,Cynthia Mckinney,0,
Clark,103,President,None Of These Candidates,9,
Clark,103,President,Barack Obama,316,
Clark,103,President,Ralph Nader,4,
Clark,103,State House,Nathan Santucci,110,22
Clark,103,State House,Joshua Starbuck,47,22
Clark,103,State House,Lynn Stewart,571,22
Clark,103,U.S. House,Floyd Fitzgibbons,9,3
Clark,103,U.S. House,Bob Giaquinta,6,3
Clark,103,U.S. House,Joseph Silvestri,16,3
Clark,103,U.S. House,Jon Porter,524,3
Clark,103,U.S. House,Jeffrey Reeves,11,3
Clark,103,U.S. House,Dina Titus,263,3
Clark,105,President,Chuck Baldwin,0,
Clark,105,President,Bob Barr,0,
Clark,105,President,John Mccain,17,
Clark,105,President,Cynthia Mckinney,1,
Clark,105,President,None Of These Candidates,0,
Clark,105,President,Barack Obama,14,
Clark,105,President,Ralph Nader,0,
Clark,105,State House,Dan Briggs,11,20
Clark,105,State House,Joe Hardy,17,20
Clark,105,State House,Richard O'Dell,1,20
Clark,105,U.S. House,Floyd Fitzgibbons,0,3
Clark,105,U.S. House,Bob Giaquinta,0,3
Clark,105,U.S. House,Joseph Silvestri,0,3
Clark,105,U.S. House,Jon Porter,15,3
Clark,105,U.S. House,Jeffrey Reeves,2,3
Clark,105,U.S. House,Dina Titus,12,3
Clark,106,President,Chuck Baldwin,1,
Clark,106,President,Bob Barr,1,
Clark,106,President,John Mccain,216,
Clark,106,President,Cynthia Mckinney,0,
Clark,106,President,None Of These Candidates,3,
Clark,106,President,Barack Obama,164,
Clark,106,President,Ralph Nader,5,
Clark,106,State House,Bob Irwin,155,16
Clark,106,State House,John Oceguera,194,16
Clark,106,State Senate,Tony Blanque,12,5
Clark,106,State Senate,Shirley Breeden,141,5
Clark,106,State Senate,Tim Hagan,21,5
Clark,106,State Senate,Joe Heck,183,5
Clark,106,U.S. House,Floyd Fitzgibbons,10,3
Clark,106,U.S. House,Bob Giaquinta,4,3
Clark,106,U.S. House,Joseph Silvestri,8,3
Clark,106,U.S. House,Jon Porter,178,3
Clark,106,U.S. House,Jeffrey Reeves,28,3
Clark,106,U.S. House,Dina Titus,144,3
Clark,106,President,Chuck Baldwin,1,
Clark,106,President,Bob Barr,7,
Clark,106,President,John Mccain,424,
Clark,106,President,Cynthia Mckinney,1,
Clark,106,President,None Of These Candidates,10,
Clark,106,President,Barack Obama,544,
Clark,106,President,Ralph Nader,3,
Clark,106,State House,Paul Aizley,503,41
Clark,106,State House,Kenneth Rex,45,41
Clark,106,State House,Tim Rowland,338,41
Clark,106,State Senate,Tony Blanque,29,5
Clark,106,State Senate,Shirley Breeden,468,5
Clark,106,State Senate,Tim Hagan,57,5
Clark,106,State Senate,Joe Heck,367,5
Clark,106,U.S. House,Floyd Fitzgibbons,28,3
Clark,106,U.S. House,Bob Giaquinta,8,3
Clark,106,U.S. House,Joseph Silvestri,40,3
Clark,106,U.S. House,Jon Porter,357,3
Clark,106,U.S. House,Jeffrey Reeves,39,3
Clark,106,U.S. House,Dina Titus,447,3
Clark,107,President,Chuck Baldwin,0,
Clark,107,President,Bob Barr,0,
Clark,107,President,John Mccain,0,
Clark,107,President,Cynthia Mckinney,0,
Clark,107,President,None Of These Candidates,0,
Clark,107,President,Barack Obama,0,
Clark,107,President,Ralph Nader,0,
Clark,107,State House,Dan Briggs,0,20
Clark,107,State House,Joe Hardy,0,20
Clark,107,State House,Richard O'Dell,0,20
Clark,107,U.S. House,Floyd Fitzgibbons,0,3
Clark,107,U.S. House,Bob Giaquinta,0,3
Clark,107,U.S. House,Joseph Silvestri,0,3
Clark,107,U.S. House,Jon Porter,0,3
Clark,107,U.S. House,Jeffrey Reeves,0,3
Clark,107,U.S. House,Dina Titus,0,3
Clark,107,President,Chuck Baldwin,5,
Clark,107,President,Bob Barr,3,
Clark,107,President,John Mccain,213,
Clark,107,President,Cynthia Mckinney,3,
Clark,107,President,None Of These Candidates,4,
Clark,107,President,Barack Obama,170,
Clark,107,President,Ralph Nader,4,
Clark,107,State House,Dan Briggs,123,20
Clark,107,State House,Joe Hardy,208,20
Clark,107,State House,Richard O'Dell,38,20
Clark,107,U.S. House,Floyd Fitzgibbons,13,3
Clark,107,U.S. House,Bob Giaquinta,5,3
Clark,107,U.S. House,Joseph Silvestri,13,3
Clark,107,U.S. House,Jon Porter,179,3
Clark,107,U.S. House,Jeffrey Reeves,23,3
Clark,107,U.S. House,Dina Titus,157,3
Clark,107,President,Chuck Baldwin,4,
Clark,107,President,Bob Barr,12,
Clark,107,President,John Mccain,812,
Clark,107,President,Cynthia Mckinney,4,
Clark,107,President,None Of These Candidates,3,
Clark,107,President,Barack Obama,505,
Clark,107,President,Ralph Nader,16,
Clark,107,State House,Dan Briggs,413,20
Clark,107,State House,Joe Hardy,756,20
Clark,107,State House,Richard O'Dell,70,20
Clark,107,U.S. House,Floyd Fitzgibbons,30,3
Clark,107,U.S. House,Bob Giaquinta,13,3
Clark,107,U.S. House,Joseph Silvestri,30,3
Clark,107,U.S. House,Jon Porter,740,3
Clark,107,U.S. House,Jeffrey Reeves,88,3
Clark,107,U.S. House,Dina Titus,371,3
Clark,107,President,Chuck Baldwin,3,
Clark,107,President,Bob Barr,6,
Clark,107,President,John Mccain,586,
Clark,107,President,Cynthia Mckinney,0,
Clark,107,President,None Of These Candidates,8,
Clark,107,President,Barack Obama,435,
Clark,107,President,Ralph Nader,10,
Clark,107,State House,Dan Briggs,368,20
Clark,107,State House,Joe Hardy,531,20
Clark,107,State House,Richard O'Dell,47,20
Clark,107,U.S. House,Floyd Fitzgibbons,23,3
Clark,107,U.S. House,Bob Giaquinta,6,3
Clark,107,U.S. House,Joseph Silvestri,17,3
Clark,107,U.S. House,Jon Porter,525,3
Clark,107,U.S. House,Jeffrey Reeves,53,3
Clark,107,U.S. House,Dina Titus,356,3
Clark,107,President,Chuck Baldwin,7,
Clark,107,President,Bob Barr,3,
Clark,107,President,John Mccain,405,
Clark,107,President,Cynthia Mckinney,1,
Clark,107,President,None Of These Candidates,8,
Clark,107,President,Barack Obama,446,
Clark,107,President,Ralph Nader,10,
Clark,107,State House,Nathan Santucci,173,22
Clark,107,State House,Joshua Starbuck,132,22
Clark,107,State House,Lynn Stewart,442,22
Clark,107,U.S. House,Floyd Fitzgibbons,21,3
Clark,107,U.S. House,Bob Giaquinta,9,3
Clark,107,U.S. House,Joseph Silvestri,25,3
Clark,107,U.S. House,Jon Porter,383,3
Clark,107,U.S. House,Jeffrey Reeves,43,3
Clark,107,U.S. House,Dina Titus,346,3
Clark,108,President,Chuck Baldwin,6,
Clark,108,President,Bob Barr,3,
Clark,108,President,John Mccain,416,
Clark,108,President,Cynthia Mckinney,3,
