precinct,office,candidate,votes,jurisdiction
6702 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
6703 - County,United States Senator (Democratic),"Berkley, Shelley",18,Clark
6703 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
6703 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6703 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6703 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
6703 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
6704 - County,United States Senator (Democratic),"Berkley, Shelley",50,Clark
6704 - County,United States Senator (Democratic),"Brown, Steve",5,Clark
6704 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6704 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
6704 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6704 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
6705 - County,United States Senator (Democratic),"Berkley, Shelley",19,Clark
6705 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
6705 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6705 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6705 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
6705 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
6706 - County,United States Senator (Democratic),"Berkley, Shelley",24,Clark
6706 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
6706 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6706 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
6706 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6706 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
6707 - County,United States Senator (Democratic),"Berkley, Shelley",40,Clark
6707 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6707 - County,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
6707 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
6707 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
6707 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
6708 - County,United States Senator (Democratic),"Berkley, Shelley",46,Clark
6708 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6708 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
6708 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6708 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
6708 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
6709 - County,United States Senator (Democratic),"Berkley, Shelley",17,Clark
6709 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
6709 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
6709 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6709 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6709 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
6710 - County,United States Senator (Democratic),"Berkley, Shelley",72,Clark
6710 - County,United States Senator (Democratic),"Brown, Steve",8,Clark
6710 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
6710 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
6710 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
6710 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
6711 - LAS,United States Senator (Democratic),"Berkley, Shelley",0,Clark
6711 - LAS,United States Senator (Democratic),"Brown, Steve",0,Clark
6711 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
6711 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
6711 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
6711 - LAS,United States Senator (Democratic),"Price, Nancy",0,Clark
6712 - County,United States Senator (Democratic),"Berkley, Shelley",7,Clark
6712 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
6712 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
6712 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6712 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
6712 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
6713 - County,United States Senator (Democratic),"Berkley, Shelley",8,Clark
6713 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6713 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6713 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6713 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
6713 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
6714 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
6714 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
6714 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
6714 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6714 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
6714 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
6715 - County,United States Senator (Democratic),"Berkley, Shelley",5,Clark
6715 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6715 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
6715 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
6715 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
6715 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
6719 - County,United States Senator (Democratic),"Berkley, Shelley",19,Clark
6719 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6719 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
6719 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6719 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6719 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
6720 - County,United States Senator (Democratic),"Berkley, Shelley",13,Clark
6720 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
6720 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
6720 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6720 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6720 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
6721 - County,United States Senator (Democratic),"Berkley, Shelley",32,Clark
6721 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6721 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
6721 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6721 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
6721 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
6722 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
6722 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
6722 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
6722 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6722 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
6722 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
6723 - County,United States Senator (Democratic),"Berkley, Shelley",28,Clark
6723 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6723 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6723 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
6723 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
6723 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
6724 - County,United States Senator (Democratic),"Berkley, Shelley",32,Clark
6724 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
6724 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
6724 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
6724 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
6724 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
6725 - County,United States Senator (Democratic),"Berkley, Shelley",40,Clark
6725 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
6725 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
6725 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6725 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6725 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
6726 - County,United States Senator (Democratic),"Berkley, Shelley",75,Clark
6726 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
6726 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6726 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
6726 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
6726 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
6727 - County,United States Senator (Democratic),"Berkley, Shelley",71,Clark
6727 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
6727 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
6727 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6727 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
6727 - County,United States Senator (Democratic),"Price, Nancy",6,Clark
6728 - County,United States Senator (Democratic),"Berkley, Shelley",52,Clark
6728 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
6728 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
6728 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6728 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
6728 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
6729 - County,United States Senator (Democratic),"Berkley, Shelley",23,Clark
6729 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6729 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6729 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6729 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6729 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
6731 - County,United States Senator (Democratic),"Berkley, Shelley",36,Clark
6731 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6731 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6731 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
6731 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6731 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
6733 - County,United States Senator (Democratic),"Berkley, Shelley",35,Clark
6733 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6733 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6733 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6733 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
6733 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
6734 - County,United States Senator (Democratic),"Berkley, Shelley",40,Clark
6734 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6734 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
6734 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
6734 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6734 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
6735 - County,United States Senator (Democratic),"Berkley, Shelley",22,Clark
6735 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6735 - County,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
6735 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6735 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6735 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
6736 - County,United States Senator (Democratic),"Berkley, Shelley",36,Clark
6736 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6736 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6736 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
6736 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6736 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
6738 - County,United States Senator (Democratic),"Berkley, Shelley",23,Clark
6738 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
6738 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
6738 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6738 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
6738 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
6751 - County,United States Senator (Democratic),"Berkley, Shelley",16,Clark
6751 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
6751 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
6751 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
6751 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
6751 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
6752 - County,United States Senator (Democratic),"Berkley, Shelley",25,Clark
6752 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
6752 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
6752 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
6752 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
6752 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
7012 - HEN,United States Senator (Democratic),"Berkley, Shelley",33,Clark
7012 - HEN,United States Senator (Democratic),"Brown, Steve",2,Clark
7012 - HEN,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7012 - HEN,United States Senator (Democratic),"Macias, Louis",2,Clark
7012 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
7012 - HEN,United States Senator (Democratic),"Price, Nancy",2,Clark
7047 - County,United States Senator (Democratic),"Berkley, Shelley",51,Clark
7047 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
7047 - County,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
7047 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
7047 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
7047 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
7048 - County,United States Senator (Democratic),"Berkley, Shelley",66,Clark
7048 - County,United States Senator (Democratic),"Brown, Steve",5,Clark
7048 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7048 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7048 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7048 - County,United States Senator (Democratic),"Price, Nancy",5,Clark
7049 - County,United States Senator (Democratic),"Berkley, Shelley",51,Clark
7049 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7049 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
7049 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
7049 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
7049 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
7050 - County,United States Senator (Democratic),"Berkley, Shelley",50,Clark
7050 - County,United States Senator (Democratic),"Brown, Steve",5,Clark
7050 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7050 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
7050 - County,United States Senator (Democratic),None Of These Candidates,5,Clark
7050 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
7054 - County,United States Senator (Democratic),"Berkley, Shelley",31,Clark
7054 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
7054 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7054 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
7054 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7054 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
7079 - County,United States Senator (Democratic),"Berkley, Shelley",50,Clark
7079 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
7079 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7079 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
7079 - County,United States Senator (Democratic),None Of These Candidates,5,Clark
7079 - County,United States Senator (Democratic),"Price, Nancy",6,Clark
7097 - County,United States Senator (Democratic),"Berkley, Shelley",63,Clark
7097 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
7097 - County,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
7097 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
7097 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
7097 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
7311 - County,United States Senator (Democratic),"Berkley, Shelley",29,Clark
7311 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
7311 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7311 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
7311 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
7311 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
7312 - County,United States Senator (Democratic),"Berkley, Shelley",58,Clark
7312 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
7312 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7312 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
7312 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
7312 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
7332 - County,United States Senator (Democratic),"Berkley, Shelley",36,Clark
7332 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
7332 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7332 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
7332 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
7332 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
7341 - HEN,United States Senator (Democratic),"Berkley, Shelley",20,Clark
7341 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
7341 - HEN,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7341 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
7341 - HEN,United States Senator (Democratic),None Of These Candidates,1,Clark
7341 - HEN,United States Senator (Democratic),"Price, Nancy",0,Clark
7351 - HEN,United States Senator (Democratic),"Berkley, Shelley",40,Clark
7351 - HEN,United States Senator (Democratic),"Brown, Steve",3,Clark
7351 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7351 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
7351 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
7351 - HEN,United States Senator (Democratic),"Price, Nancy",0,Clark
7352 - HEN,United States Senator (Democratic),"Berkley, Shelley",97,Clark
7352 - HEN,United States Senator (Democratic),"Brown, Steve",10,Clark
7352 - HEN,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7352 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
7352 - HEN,United States Senator (Democratic),None Of These Candidates,9,Clark
7352 - HEN,United States Senator (Democratic),"Price, Nancy",5,Clark
7354 - HEN,United States Senator (Democratic),"Berkley, Shelley",52,Clark
7354 - HEN,United States Senator (Democratic),"Brown, Steve",2,Clark
7354 - HEN,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
7354 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7354 - HEN,United States Senator (Democratic),None Of These Candidates,1,Clark
7354 - HEN,United States Senator (Democratic),"Price, Nancy",8,Clark
7355 - HEN,United States Senator (Democratic),"Berkley, Shelley",49,Clark
7355 - HEN,United States Senator (Democratic),"Brown, Steve",6,Clark
7355 - HEN,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
7355 - HEN,United States Senator (Democratic),"Macias, Louis",2,Clark
7355 - HEN,United States Senator (Democratic),None Of These Candidates,3,Clark
7355 - HEN,United States Senator (Democratic),"Price, Nancy",3,Clark
7356 - HEN,United States Senator (Democratic),"Berkley, Shelley",40,Clark
7356 - HEN,United States Senator (Democratic),"Brown, Steve",2,Clark
7356 - HEN,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
7356 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7356 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
7356 - HEN,United States Senator (Democratic),"Price, Nancy",0,Clark
7357 - HEN,United States Senator (Democratic),"Berkley, Shelley",60,Clark
7357 - HEN,United States Senator (Democratic),"Brown, Steve",3,Clark
7357 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7357 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7357 - HEN,United States Senator (Democratic),None Of These Candidates,6,Clark
7357 - HEN,United States Senator (Democratic),"Price, Nancy",6,Clark
7358 - HEN,United States Senator (Democratic),"Berkley, Shelley",22,Clark
7358 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
7358 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7358 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7358 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
7358 - HEN,United States Senator (Democratic),"Price, Nancy",0,Clark
7359 - HEN,United States Senator (Democratic),"Berkley, Shelley",55,Clark
7359 - HEN,United States Senator (Democratic),"Brown, Steve",7,Clark
7359 - HEN,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7359 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7359 - HEN,United States Senator (Democratic),None Of These Candidates,6,Clark
7359 - HEN,United States Senator (Democratic),"Price, Nancy",5,Clark
7360 - HEN,United States Senator (Democratic),"Berkley, Shelley",25,Clark
7360 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
7360 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7360 - HEN,United States Senator (Democratic),"Macias, Louis",4,Clark
7360 - HEN,United States Senator (Democratic),None Of These Candidates,4,Clark
7360 - HEN,United States Senator (Democratic),"Price, Nancy",0,Clark
7361 - HEN,United States Senator (Democratic),"Berkley, Shelley",18,Clark
7361 - HEN,United States Senator (Democratic),"Brown, Steve",0,Clark
7361 - HEN,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7361 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
7361 - HEN,United States Senator (Democratic),None Of These Candidates,1,Clark
7361 - HEN,United States Senator (Democratic),"Price, Nancy",1,Clark
7366 - HEN,United States Senator (Democratic),"Berkley, Shelley",6,Clark
7366 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
7366 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7366 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
7366 - HEN,United States Senator (Democratic),None Of These Candidates,0,Clark
7366 - HEN,United States Senator (Democratic),"Price, Nancy",2,Clark
7387 - County,United States Senator (Democratic),"Berkley, Shelley",43,Clark
7387 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
7387 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7387 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
7387 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7387 - County,United States Senator (Democratic),"Price, Nancy",5,Clark
7395 - HEN,United States Senator (Democratic),"Berkley, Shelley",39,Clark
7395 - HEN,United States Senator (Democratic),"Brown, Steve",2,Clark
7395 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7395 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
7395 - HEN,United States Senator (Democratic),None Of These Candidates,0,Clark
7395 - HEN,United States Senator (Democratic),"Price, Nancy",2,Clark
7402 - HEN,United States Senator (Democratic),"Berkley, Shelley",45,Clark
7402 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
7402 - HEN,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
7402 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
7402 - HEN,United States Senator (Democratic),None Of These Candidates,0,Clark
7402 - HEN,United States Senator (Democratic),"Price, Nancy",2,Clark
7403 - HEN,United States Senator (Democratic),"Berkley, Shelley",69,Clark
7403 - HEN,United States Senator (Democratic),"Brown, Steve",2,Clark
7403 - HEN,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
7403 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7403 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
7403 - HEN,United States Senator (Democratic),"Price, Nancy",4,Clark
7405 - HEN,United States Senator (Democratic),"Berkley, Shelley",38,Clark
7405 - HEN,United States Senator (Democratic),"Brown, Steve",4,Clark
7405 - HEN,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7405 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7405 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
7405 - HEN,United States Senator (Democratic),"Price, Nancy",1,Clark
7410 - HEN,United States Senator (Democratic),"Berkley, Shelley",34,Clark
7410 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
7410 - HEN,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
7410 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
7410 - HEN,United States Senator (Democratic),None Of These Candidates,1,Clark
7410 - HEN,United States Senator (Democratic),"Price, Nancy",3,Clark
7411 - HEN,United States Senator (Democratic),"Berkley, Shelley",67,Clark
7411 - HEN,United States Senator (Democratic),"Brown, Steve",2,Clark
7411 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7411 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7411 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
7411 - HEN,United States Senator (Democratic),"Price, Nancy",1,Clark
7413 - HEN,United States Senator (Democratic),"Berkley, Shelley",33,Clark
7413 - HEN,United States Senator (Democratic),"Brown, Steve",2,Clark
7413 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7413 - HEN,United States Senator (Democratic),"Macias, Louis",2,Clark
7413 - HEN,United States Senator (Democratic),None Of These Candidates,1,Clark
7413 - HEN,United States Senator (Democratic),"Price, Nancy",1,Clark
7414 - HEN,United States Senator (Democratic),"Berkley, Shelley",61,Clark
7414 - HEN,United States Senator (Democratic),"Brown, Steve",3,Clark
7414 - HEN,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7414 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7414 - HEN,United States Senator (Democratic),None Of These Candidates,1,Clark
7414 - HEN,United States Senator (Democratic),"Price, Nancy",4,Clark
7415 - HEN,United States Senator (Democratic),"Berkley, Shelley",58,Clark
7415 - HEN,United States Senator (Democratic),"Brown, Steve",4,Clark
7415 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7415 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7415 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
7415 - HEN,United States Senator (Democratic),"Price, Nancy",0,Clark
7416 - HEN,United States Senator (Democratic),"Berkley, Shelley",10,Clark
7416 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
7416 - HEN,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7416 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7416 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
7416 - HEN,United States Senator (Democratic),"Price, Nancy",1,Clark
7422 - HEN,United States Senator (Democratic),"Berkley, Shelley",45,Clark
7422 - HEN,United States Senator (Democratic),"Brown, Steve",3,Clark
7422 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7422 - HEN,United States Senator (Democratic),"Macias, Louis",2,Clark
7422 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
7422 - HEN,United States Senator (Democratic),"Price, Nancy",2,Clark
7430 - HEN,United States Senator (Democratic),"Berkley, Shelley",50,Clark
7430 - HEN,United States Senator (Democratic),"Brown, Steve",3,Clark
7430 - HEN,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
7430 - HEN,United States Senator (Democratic),"Macias, Louis",4,Clark
7430 - HEN,United States Senator (Democratic),None Of These Candidates,5,Clark
7430 - HEN,United States Senator (Democratic),"Price, Nancy",2,Clark
7500 - HEN,United States Senator (Democratic),"Berkley, Shelley",47,Clark
7500 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
7500 - HEN,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
7500 - HEN,United States Senator (Democratic),"Macias, Louis",2,Clark
7500 - HEN,United States Senator (Democratic),None Of These Candidates,1,Clark
7500 - HEN,United States Senator (Democratic),"Price, Nancy",2,Clark
