precinct,office,candidate,votes,jurisdiction
Precinct 5,United States Senator (Democratic),"Brown, Steve",6,White Pine
Precinct 5,United States Senator (Democratic),"Ellsworth, Barry",1,White Pine
Precinct 5,United States Senator (Democratic),"Macias, Louis",0,White Pine
Precinct 5,United States Senator (Democratic),None Of These Candidates,22,White Pine
Precinct 5,United States Senator (Democratic),"Price, Nancy",19,White Pine
Precinct 6,United States Senator (Democratic),"Berkley, Shelley",43,White Pine
Precinct 6,United States Senator (Democratic),"Brown, Steve",6,White Pine
Precinct 6,United States Senator (Democratic),"Ellsworth, Barry",4,White Pine
Precinct 6,United States Senator (Democratic),"Macias, Louis",2,White Pine
Precinct 6,United States Senator (Democratic),None Of These Candidates,21,White Pine
Precinct 6,United States Senator (Democratic),"Price, Nancy",6,White Pine
Precinct 7,United States Senator (Democratic),"Berkley, Shelley",12,White Pine
Precinct 7,United States Senator (Democratic),"Brown, Steve",8,White Pine
Precinct 7,United States Senator (Democratic),"Ellsworth, Barry",1,White Pine
Precinct 7,United States Senator (Democratic),"Macias, Louis",1,White Pine
Precinct 7,United States Senator (Democratic),None Of These Candidates,10,White Pine
Precinct 7,United States Senator (Democratic),"Price, Nancy",1,White Pine
Precinct 8,United States Senator (Democratic),"Berkley, Shelley",10,White Pine
Precinct 8,United States Senator (Democratic),"Brown, Steve",3,White Pine
Precinct 8,United States Senator (Democratic),"Ellsworth, Barry",1,White Pine
Precinct 8,United States Senator (Democratic),"Macias, Louis",0,White Pine
Precinct 8,United States Senator (Democratic),None Of These Candidates,5,White Pine
Precinct 8,United States Senator (Democratic),"Price, Nancy",4,White Pine
Precinct 9,United States Senator (Democratic),"Berkley, Shelley",11,White Pine
Precinct 9,United States Senator (Democratic),"Brown, Steve",0,White Pine
Precinct 9,United States Senator (Democratic),"Ellsworth, Barry",0,White Pine
Precinct 9,United States Senator (Democratic),"Macias, Louis",0,White Pine
Precinct 9,United States Senator (Democratic),None Of These Candidates,4,White Pine
Precinct 9,United States Senator (Democratic),"Price, Nancy",3,White Pine
Precinct 99,United States Senator (Democratic),"Berkley, Shelley",0,White Pine
Precinct 99,United States Senator (Democratic),"Brown, Steve",0,White Pine
Precinct 99,United States Senator (Democratic),"Ellsworth, Barry",0,White Pine
Precinct 99,United States Senator (Democratic),"Macias, Louis",0,White Pine
Precinct 99,United States Senator (Democratic),None Of These Candidates,0,White Pine
Precinct 99,United States Senator (Democratic),"Price, Nancy",0,White Pine
Precinct 1,United States Senator (Republican),"Brooks, Sherry",4,White Pine
Precinct 1,United States Senator (Republican),"Charles, Richard",1,White Pine
Precinct 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,White Pine
Precinct 1,United States Senator (Republican),"Heller, Dean",101,White Pine
Precinct 1,United States Senator (Republican),None Of These Candidates,5,White Pine
Precinct 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,White Pine
Precinct 10,United States Senator (Republican),"Brooks, Sherry",1,White Pine
Precinct 10,United States Senator (Republican),"Charles, Richard",0,White Pine
Precinct 10,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,White Pine
Precinct 10,United States Senator (Republican),"Heller, Dean",51,White Pine
Precinct 10,United States Senator (Republican),None Of These Candidates,1,White Pine
Precinct 10,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,White Pine
Precinct 2,United States Senator (Republican),"Brooks, Sherry",2,White Pine
Precinct 2,United States Senator (Republican),"Charles, Richard",0,White Pine
Precinct 2,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,White Pine
Precinct 2,United States Senator (Republican),"Heller, Dean",34,White Pine
Precinct 2,United States Senator (Republican),None Of These Candidates,1,White Pine
Precinct 2,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,White Pine
Precinct 3,United States Senator (Republican),"Brooks, Sherry",4,White Pine
Precinct 3,United States Senator (Republican),"Charles, Richard",0,White Pine
Precinct 3,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,White Pine
Precinct 3,United States Senator (Republican),"Heller, Dean",54,White Pine
Precinct 3,United States Senator (Republican),None Of These Candidates,2,White Pine
Precinct 3,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,White Pine
Precinct 4,United States Senator (Republican),"Brooks, Sherry",3,White Pine
Precinct 4,United States Senator (Republican),"Charles, Richard",1,White Pine
Precinct 4,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,White Pine
Precinct 4,United States Senator (Republican),"Heller, Dean",88,White Pine
Precinct 4,United States Senator (Republican),None Of These Candidates,5,White Pine
Precinct 4,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,White Pine
Precinct 5,United States Senator (Republican),"Brooks, Sherry",7,White Pine
Precinct 5,United States Senator (Republican),"Charles, Richard",2,White Pine
Precinct 5,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,White Pine
Precinct 5,United States Senator (Republican),"Heller, Dean",145,White Pine
Precinct 5,United States Senator (Republican),None Of These Candidates,7,White Pine
Precinct 5,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,White Pine
Precinct 6,United States Senator (Republican),"Brooks, Sherry",2,White Pine
Precinct 6,United States Senator (Republican),"Charles, Richard",3,White Pine
Precinct 6,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,White Pine
Precinct 6,United States Senator (Republican),"Heller, Dean",61,White Pine
Precinct 6,United States Senator (Republican),None Of These Candidates,6,White Pine
Precinct 6,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,White Pine
Precinct 7,United States Senator (Republican),"Brooks, Sherry",2,White Pine
Precinct 7,United States Senator (Republican),"Charles, Richard",0,White Pine
Precinct 7,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",4,White Pine
Precinct 7,United States Senator (Republican),"Heller, Dean",21,White Pine
Precinct 7,United States Senator (Republican),None Of These Candidates,3,White Pine
Precinct 7,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,White Pine
Precinct 8,United States Senator (Republican),"Brooks, Sherry",5,White Pine
Precinct 8,United States Senator (Republican),"Charles, Richard",1,White Pine
Precinct 8,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,White Pine
Precinct 8,United States Senator (Republican),"Heller, Dean",38,White Pine
Precinct 8,United States Senator (Republican),None Of These Candidates,0,White Pine
Precinct 8,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,White Pine
Precinct 9,United States Senator (Republican),"Brooks, Sherry",4,White Pine
Precinct 9,United States Senator (Republican),"Charles, Richard",0,White Pine
Precinct 9,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,White Pine
Precinct 9,United States Senator (Republican),"Heller, Dean",20,White Pine
Precinct 9,United States Senator (Republican),None Of These Candidates,0,White Pine
Precinct 9,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,White Pine
Precinct 99,United States Senator (Republican),"Brooks, Sherry",0,White Pine
Precinct 99,United States Senator (Republican),"Charles, Richard",0,White Pine
Precinct 99,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,White Pine
Precinct 99,United States Senator (Republican),"Heller, Dean",0,White Pine
Precinct 99,United States Senator (Republican),None Of These Candidates,0,White Pine
Precinct 99,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,White Pine
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5,White Pine
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",17,White Pine
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",2,White Pine
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",2,White Pine
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",3,White Pine
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",12,White Pine
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",49,White Pine
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",22,White Pine
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,White Pine
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2,White Pine
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",13,White Pine
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",2,White Pine
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",2,White Pine
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,White Pine
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",1,White Pine
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",18,White Pine
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",11,White Pine
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",4,White Pine
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,White Pine
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",5,White Pine
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,White Pine
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",2,White Pine
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,White Pine
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",1,White Pine
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",20,White Pine
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",6,White Pine
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,White Pine
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",1,White Pine
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",12,White Pine
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",1,White Pine
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",1,White Pine
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,White Pine
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",6,White Pine
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",32,White Pine
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",8,White Pine
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,White Pine
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",3,White Pine
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",17,White Pine
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",3,White Pine
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",1,White Pine
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,White Pine
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",11,White Pine
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",48,White Pine
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",13,White Pine
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,White Pine
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",6,White Pine
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",34,White Pine
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",3,White Pine
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",1,White Pine
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,White Pine
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",9,White Pine
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",82,White Pine
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",22,White Pine
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,White Pine
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,White Pine
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",9,White Pine
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",4,White Pine
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,White Pine
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",3,White Pine
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",4,White Pine
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",37,White Pine
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",13,White Pine
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,White Pine
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2,White Pine
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",1,White Pine
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,White Pine
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,White Pine
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,White Pine
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",5,White Pine
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",12,White Pine
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",7,White Pine
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,White Pine
Precinct 8,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",1,White Pine
Precinct 8,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",3,White Pine
Precinct 8,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,White Pine
Precinct 8,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,White Pine
Precinct 8,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,White Pine
Precinct 8,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",9,White Pine
Precinct 8,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",19,White Pine
Precinct 8,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",12,White Pine
Precinct 8,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,White Pine
Precinct 9,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2,White Pine
Precinct 9,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",10,White Pine
Precinct 9,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,White Pine
Precinct 9,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,White Pine
Precinct 9,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",2,White Pine
Precinct 9,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",1,White Pine
Precinct 9,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",9,White Pine
Precinct 9,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",1,White Pine
Precinct 9,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,White Pine
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,White Pine
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",0,White Pine
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,White Pine
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,White Pine
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,White Pine
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",0,White Pine
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",0,White Pine
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",0,White Pine
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,White Pine
