precinct,office,candidate,votes,jurisdiction
PRECINCT 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Storey
PRECINCT 1,United States Senator (Republican),"Heller, Dean",64,Storey
PRECINCT 1,United States Senator (Republican),None Of These Candidates,4,Storey
PRECINCT 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Storey
PRECINCT 10,United States Senator (Republican),"Brooks, Sherry",0,Storey
PRECINCT 10,United States Senator (Republican),"Charles, Richard",0,Storey
PRECINCT 10,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Storey
PRECINCT 10,United States Senator (Republican),"Heller, Dean",0,Storey
PRECINCT 10,United States Senator (Republican),None Of These Candidates,0,Storey
PRECINCT 10,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Storey
PRECINCT 13,United States Senator (Republican),"Brooks, Sherry",0,Storey
PRECINCT 13,United States Senator (Republican),"Charles, Richard",0,Storey
PRECINCT 13,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Storey
PRECINCT 13,United States Senator (Republican),"Heller, Dean",0,Storey
PRECINCT 13,United States Senator (Republican),None Of These Candidates,0,Storey
PRECINCT 13,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Storey
PRECINCT 14,United States Senator (Republican),"Brooks, Sherry",0,Storey
PRECINCT 14,United States Senator (Republican),"Charles, Richard",0,Storey
PRECINCT 14,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Storey
PRECINCT 14,United States Senator (Republican),"Heller, Dean",0,Storey
PRECINCT 14,United States Senator (Republican),None Of These Candidates,0,Storey
PRECINCT 14,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Storey
PRECINCT 15,United States Senator (Republican),"Brooks, Sherry",1,Storey
PRECINCT 15,United States Senator (Republican),"Charles, Richard",0,Storey
PRECINCT 15,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Storey
PRECINCT 15,United States Senator (Republican),"Heller, Dean",9,Storey
PRECINCT 15,United States Senator (Republican),None Of These Candidates,1,Storey
PRECINCT 15,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Storey
PRECINCT 2,United States Senator (Republican),"Brooks, Sherry",3,Storey
PRECINCT 2,United States Senator (Republican),"Charles, Richard",1,Storey
PRECINCT 2,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Storey
PRECINCT 2,United States Senator (Republican),"Heller, Dean",65,Storey
PRECINCT 2,United States Senator (Republican),None Of These Candidates,11,Storey
PRECINCT 2,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Storey
PRECINCT 4,United States Senator (Republican),"Brooks, Sherry",1,Storey
PRECINCT 4,United States Senator (Republican),"Charles, Richard",0,Storey
PRECINCT 4,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Storey
PRECINCT 4,United States Senator (Republican),"Heller, Dean",60,Storey
PRECINCT 4,United States Senator (Republican),None Of These Candidates,2,Storey
PRECINCT 4,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Storey
PRECINCT 5,United States Senator (Republican),"Brooks, Sherry",4,Storey
PRECINCT 5,United States Senator (Republican),"Charles, Richard",5,Storey
PRECINCT 5,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",4,Storey
PRECINCT 5,United States Senator (Republican),"Heller, Dean",169,Storey
PRECINCT 5,United States Senator (Republican),None Of These Candidates,6,Storey
PRECINCT 5,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Storey
PRECINCT 6,United States Senator (Republican),"Brooks, Sherry",4,Storey
PRECINCT 6,United States Senator (Republican),"Charles, Richard",1,Storey
PRECINCT 6,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Storey
PRECINCT 6,United States Senator (Republican),"Heller, Dean",76,Storey
PRECINCT 6,United States Senator (Republican),None Of These Candidates,1,Storey
PRECINCT 6,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Storey
PRECINCT 7,United States Senator (Republican),"Brooks, Sherry",0,Storey
PRECINCT 7,United States Senator (Republican),"Charles, Richard",0,Storey
PRECINCT 7,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Storey
PRECINCT 7,United States Senator (Republican),"Heller, Dean",0,Storey
PRECINCT 7,United States Senator (Republican),None Of These Candidates,0,Storey
PRECINCT 7,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Storey
PRECINCT 9,United States Senator (Republican),"Brooks, Sherry",0,Storey
PRECINCT 9,United States Senator (Republican),"Charles, Richard",0,Storey
PRECINCT 9,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Storey
PRECINCT 9,United States Senator (Republican),"Heller, Dean",0,Storey
PRECINCT 9,United States Senator (Republican),None Of These Candidates,0,Storey
PRECINCT 9,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Storey
PRECINCT 99,United States Senator (Republican),"Brooks, Sherry",0,Storey
PRECINCT 99,United States Senator (Republican),"Charles, Richard",0,Storey
PRECINCT 99,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Storey
PRECINCT 99,United States Senator (Republican),"Heller, Dean",0,Storey
PRECINCT 99,United States Senator (Republican),None Of These Candidates,0,Storey
PRECINCT 99,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Storey
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",8,Storey
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",11,Storey
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",12,Storey
PRECINCT 10,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Storey
PRECINCT 10,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Storey
PRECINCT 10,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Storey
PRECINCT 11,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Storey
PRECINCT 11,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Storey
PRECINCT 11,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Storey
PRECINCT 12,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Storey
PRECINCT 12,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Storey
PRECINCT 12,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Storey
PRECINCT 13,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Storey
PRECINCT 13,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Storey
PRECINCT 13,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Storey
PRECINCT 14,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Storey
PRECINCT 14,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Storey
PRECINCT 14,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Storey
PRECINCT 2,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",11,Storey
PRECINCT 2,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",10,Storey
PRECINCT 2,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",20,Storey
PRECINCT 3,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Storey
PRECINCT 3,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Storey
PRECINCT 3,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Storey
PRECINCT 4,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",11,Storey
PRECINCT 4,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",18,Storey
PRECINCT 4,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",5,Storey
PRECINCT 5,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",14,Storey
PRECINCT 5,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",17,Storey
PRECINCT 5,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",13,Storey
PRECINCT 6,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",30,Storey
PRECINCT 6,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",29,Storey
PRECINCT 6,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",16,Storey
PRECINCT 7,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Storey
PRECINCT 7,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Storey
PRECINCT 7,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Storey
PRECINCT 8,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Storey
PRECINCT 8,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Storey
PRECINCT 8,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Storey
PRECINCT 9,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Storey
PRECINCT 9,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Storey
PRECINCT 9,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Storey
PRECINCT 99,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Storey
PRECINCT 99,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Storey
PRECINCT 99,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Storey
PRECINCT 1,"State Assembly, District 39 (Republican)","KITE, KELLY",28,Storey
PRECINCT 1,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",29,Storey
PRECINCT 1,"State Assembly, District 39 (Republican)","WHEELER, JIM",15,Storey
PRECINCT 10,"State Assembly, District 39 (Republican)","KITE, KELLY",0,Storey
PRECINCT 10,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",0,Storey
PRECINCT 10,"State Assembly, District 39 (Republican)","WHEELER, JIM",0,Storey
PRECINCT 13,"State Assembly, District 39 (Republican)","KITE, KELLY",0,Storey
PRECINCT 13,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",0,Storey
PRECINCT 13,"State Assembly, District 39 (Republican)","WHEELER, JIM",0,Storey
PRECINCT 14,"State Assembly, District 39 (Republican)","KITE, KELLY",0,Storey
PRECINCT 14,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",0,Storey
PRECINCT 14,"State Assembly, District 39 (Republican)","WHEELER, JIM",0,Storey
PRECINCT 15,"State Assembly, District 39 (Republican)","KITE, KELLY",1,Storey
PRECINCT 15,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",6,Storey
PRECINCT 15,"State Assembly, District 39 (Republican)","WHEELER, JIM",4,Storey
PRECINCT 2,"State Assembly, District 39 (Republican)","KITE, KELLY",38,Storey
PRECINCT 2,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",20,Storey
PRECINCT 2,"State Assembly, District 39 (Republican)","WHEELER, JIM",15,Storey
PRECINCT 4,"State Assembly, District 39 (Republican)","KITE, KELLY",16,Storey
PRECINCT 4,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",21,Storey
PRECINCT 4,"State Assembly, District 39 (Republican)","WHEELER, JIM",28,Storey
PRECINCT 5,"State Assembly, District 39 (Republican)","KITE, KELLY",65,Storey
PRECINCT 5,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",61,Storey
PRECINCT 5,"State Assembly, District 39 (Republican)","WHEELER, JIM",51,Storey
PRECINCT 6,"State Assembly, District 39 (Republican)","KITE, KELLY",42,Storey
PRECINCT 6,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",27,Storey
PRECINCT 6,"State Assembly, District 39 (Republican)","WHEELER, JIM",11,Storey
PRECINCT 7,"State Assembly, District 39 (Republican)","KITE, KELLY",0,Storey
PRECINCT 7,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",0,Storey
PRECINCT 7,"State Assembly, District 39 (Republican)","WHEELER, JIM",0,Storey
PRECINCT 9,"State Assembly, District 39 (Republican)","KITE, KELLY",0,Storey
PRECINCT 9,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",0,Storey
PRECINCT 9,"State Assembly, District 39 (Republican)","WHEELER, JIM",0,Storey
PRECINCT 15,United States Senator (Democratic),"Berkley, Shelley",,Storey
PRECINCT 15,United States Senator (Democratic),"Brown, Steve",,Storey
PRECINCT 15,United States Senator (Democratic),"Ellsworth, Barry",,Storey
PRECINCT 15,United States Senator (Democratic),"Macias, Louis",,Storey
PRECINCT 15,United States Senator (Democratic),None Of These Candidates,,Storey
PRECINCT 15,United States Senator (Democratic),"Price, Nancy",,Storey
PRECINCT 11,United States Senator (Republican),"Brooks, Sherry",,Storey
PRECINCT 11,United States Senator (Republican),"Charles, Richard",,Storey
PRECINCT 11,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Storey
PRECINCT 11,United States Senator (Republican),"Heller, Dean",,Storey
PRECINCT 11,United States Senator (Republican),None Of These Candidates,,Storey
PRECINCT 11,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Storey
PRECINCT 12,United States Senator (Republican),"Brooks, Sherry",,Storey
PRECINCT 12,United States Senator (Republican),"Charles, Richard",,Storey
PRECINCT 12,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Storey
PRECINCT 12,United States Senator (Republican),"Heller, Dean",,Storey
PRECINCT 12,United States Senator (Republican),None Of These Candidates,,Storey
PRECINCT 12,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Storey
PRECINCT 3,United States Senator (Republican),"Brooks, Sherry",,Storey
PRECINCT 3,United States Senator (Republican),"Charles, Richard",,Storey
PRECINCT 3,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Storey
PRECINCT 3,United States Senator (Republican),"Heller, Dean",,Storey
PRECINCT 3,United States Senator (Republican),None Of These Candidates,,Storey
PRECINCT 3,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Storey
PRECINCT 8,United States Senator (Republican),"Brooks, Sherry",,Storey
PRECINCT 8,United States Senator (Republican),"Charles, Richard",,Storey
PRECINCT 8,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Storey
PRECINCT 8,United States Senator (Republican),"Heller, Dean",,Storey
PRECINCT 8,United States Senator (Republican),None Of These Candidates,,Storey
PRECINCT 8,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Storey
PRECINCT 15,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",,Storey
PRECINCT 15,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",,Storey
PRECINCT 15,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",,Storey
PRECINCT 11,"State Assembly, District 39 (Republican)","KITE, KELLY",,Storey
PRECINCT 11,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",,Storey
PRECINCT 11,"State Assembly, District 39 (Republican)","WHEELER, JIM",,Storey
PRECINCT 12,"State Assembly, District 39 (Republican)","KITE, KELLY",,Storey
PRECINCT 12,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",,Storey
PRECINCT 12,"State Assembly, District 39 (Republican)","WHEELER, JIM",,Storey
PRECINCT 3,"State Assembly, District 39 (Republican)","KITE, KELLY",,Storey
PRECINCT 3,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",,Storey
PRECINCT 3,"State Assembly, District 39 (Republican)","WHEELER, JIM",,Storey
PRECINCT 8,"State Assembly, District 39 (Republican)","KITE, KELLY",,Storey
PRECINCT 8,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",,Storey
PRECINCT 8,"State Assembly, District 39 (Republican)","WHEELER, JIM",,Storey
