county,precinct,office,district,candidate,votes
Clark,386,U.S. Senate,,Tony Gumina,5
Clark,386,U.S. Senate,,Joe Heck,246
Clark,386,U.S. Senate,,Tom Jones,13
Clark,386,U.S. Senate,,None Of These Candidates,30
Clark,386,U.S. Senate,,Thomas Sawyer,11
Clark,386,U.S. Senate,,Jarrod Williams,5
Clark,386,President,,Darrell Castle,10
Clark,386,President,,Hillary Clinton,587
Clark,386,President,,Roque De La Fuente,3
Clark,386,President,,Gary Johnson,34
Clark,386,President,,None Of These Candidates,28
Clark,386,President,,Donald Trump,411
Clark,386,State House,34,Shannon Bilbray-Axelrod,611
Clark,386,State House,34,Matt Williams,392
Clark,386,State Senate,6,Nicole Cannizzaro,582
Clark,386,State Senate,6,Victoria Seaman,428
Clark,386,U.S. House,1,Kamau Bakari,15
Clark,386,U.S. House,1,Reuben D'Silva,57
Clark,386,U.S. House,1,Mary Perry,353
Clark,386,U.S. House,1,Dina Titus,601
Clark,386,U.S. Senate,,Catherine Cortez Masto,569
Clark,386,U.S. Senate,,Tony Gumina,7
Clark,386,U.S. Senate,,Joe Heck,394
Clark,386,U.S. Senate,,Tom Jones,10
Clark,386,U.S. Senate,,None Of These Candidates,43
Clark,386,U.S. Senate,,Thomas Sawyer,14
Clark,386,U.S. Senate,,Jarrod Williams,12
Clark,386,President,,Darrell Castle,0
Clark,386,President,,Hillary Clinton,120
Clark,386,President,,Roque De La Fuente,0
Clark,386,President,,Gary Johnson,10
Clark,386,President,,None Of These Candidates,10
Clark,386,President,,Donald Trump,142
Clark,386,State House,34,Shannon Bilbray-Axelrod,129
Clark,386,State House,34,Matt Williams,130
Clark,386,State Senate,6,Nicole Cannizzaro,123
Clark,386,State Senate,6,Victoria Seaman,140
Clark,386,U.S. House,3,David Goossen,6
Clark,386,U.S. House,3,Warren Markowitz,12
Clark,386,U.S. House,3,Jacky Rosen,120
Clark,386,U.S. House,3,Danny Tarkanian,131
Clark,386,U.S. Senate,,Catherine Cortez Masto,114
Clark,386,U.S. Senate,,Tony Gumina,6
Clark,386,U.S. Senate,,Joe Heck,139
Clark,386,U.S. Senate,,Tom Jones,5
Clark,386,U.S. Senate,,None Of These Candidates,9
Clark,386,U.S. Senate,,Thomas Sawyer,4
Clark,386,U.S. Senate,,Jarrod Williams,0
Clark,387,President,,Darrell Castle,0
Clark,387,President,,Hillary Clinton,0
Clark,387,President,,Roque De La Fuente,0
Clark,387,President,,Gary Johnson,0
Clark,387,President,,None Of These Candidates,0
Clark,387,President,,Donald Trump,0
Clark,387,State House,36,Dennis Hof,0
Clark,387,State House,36,James Oscarson,0
Clark,387,State Senate,19,Pete Goicoechea,0
Clark,387,State Senate,19,Janine Hansen,0
Clark,387,U.S. House,4,Steve Brown,0
Clark,387,U.S. House,4,Cresent Hardy,0
Clark,387,U.S. House,4,Ruben Kihuen,0
Clark,387,U.S. House,4,Mike Little,0
Clark,387,U.S. Senate,,Catherine Cortez Masto,0
Clark,387,U.S. Senate,,Tony Gumina,0
Clark,387,U.S. Senate,,Joe Heck,0
Clark,387,U.S. Senate,,Tom Jones,0
Clark,387,U.S. Senate,,None Of These Candidates,0
Clark,387,U.S. Senate,,Thomas Sawyer,0
Clark,387,U.S. Senate,,Jarrod Williams,0
Clark,388,President,,Darrell Castle,0
Clark,388,President,,Hillary Clinton,0
Clark,388,President,,Roque De La Fuente,0
Clark,388,President,,Gary Johnson,0
Clark,388,President,,None Of These Candidates,0
Clark,388,President,,Donald Trump,0
Clark,388,State House,36,Dennis Hof,0
Clark,388,State House,36,James Oscarson,0
Clark,388,State Senate,19,Pete Goicoechea,0
Clark,388,State Senate,19,Janine Hansen,0
Clark,388,U.S. House,4,Steve Brown,0
Clark,388,U.S. House,4,Cresent Hardy,0
Clark,388,U.S. House,4,Ruben Kihuen,0
Clark,388,U.S. House,4,Mike Little,0
Clark,388,U.S. Senate,,Catherine Cortez Masto,0
Clark,388,U.S. Senate,,Tony Gumina,0
Clark,388,U.S. Senate,,Joe Heck,0
Clark,388,U.S. Senate,,Tom Jones,0
Clark,388,U.S. Senate,,None Of These Candidates,0
Clark,388,U.S. Senate,,Thomas Sawyer,0
Clark,388,U.S. Senate,,Jarrod Williams,0
Clark,401,President,,Darrell Castle,3
Clark,401,President,,Hillary Clinton,652
Clark,401,President,,Roque De La Fuente,1
Clark,401,President,,Gary Johnson,3
Clark,401,President,,None Of These Candidates,12
Clark,401,President,,Donald Trump,31
Clark,401,State House,6,Carlo Maffatt,30
Clark,401,State House,6,Ii Mccurdy William,632
Clark,401,State Senate,4,Kelvin Atkinson,626
Clark,401,U.S. House,4,Steve Brown,16
Clark,401,U.S. House,4,Cresent Hardy,26
Clark,401,U.S. House,4,Ruben Kihuen,607
Clark,401,U.S. House,4,Mike Little,21
Clark,401,U.S. Senate,,Catherine Cortez Masto,607
Clark,401,U.S. Senate,,Tony Gumina,4
Clark,401,U.S. Senate,,Joe Heck,32
Clark,401,U.S. Senate,,Tom Jones,5
Clark,401,U.S. Senate,,None Of These Candidates,26
Clark,401,U.S. Senate,,Thomas Sawyer,8
Clark,401,U.S. Senate,,Jarrod Williams,6
Clark,402,President,,Darrell Castle,3
Clark,402,President,,Hillary Clinton,608
Clark,402,President,,Roque De La Fuente,0
Clark,402,President,,Gary Johnson,12
Clark,402,President,,None Of These Candidates,10
Clark,402,President,,Donald Trump,17
Clark,402,State House,6,Carlo Maffatt,17
Clark,402,State House,6,Ii Mccurdy William,598
Clark,402,State Senate,4,Kelvin Atkinson,567
Clark,402,U.S. House,4,Steve Brown,18
Clark,402,U.S. House,4,Cresent Hardy,20
Clark,402,U.S. House,4,Ruben Kihuen,564
Clark,402,U.S. House,4,Mike Little,7
Clark,402,U.S. Senate,,Catherine Cortez Masto,564
Clark,402,U.S. Senate,,Tony Gumina,4
Clark,402,U.S. Senate,,Joe Heck,22
Clark,402,U.S. Senate,,Tom Jones,5
Clark,402,U.S. Senate,,None Of These Candidates,23
Clark,402,U.S. Senate,,Thomas Sawyer,1
Clark,402,U.S. Senate,,Jarrod Williams,11
Clark,406,President,,Darrell Castle,0
Clark,406,President,,Hillary Clinton,42
Clark,406,President,,Roque De La Fuente,0
Clark,406,President,,Gary Johnson,1
Clark,406,President,,None Of These Candidates,1
Clark,406,President,,Donald Trump,5
Clark,406,State House,11,Olivia Diaz,37
Clark,406,U.S. House,4,Steve Brown,3
Clark,406,U.S. House,4,Cresent Hardy,5
Clark,406,U.S. House,4,Ruben Kihuen,34
Clark,406,U.S. House,4,Mike Little,2
Clark,406,U.S. Senate,,Catherine Cortez Masto,39
Clark,406,U.S. Senate,,Tony Gumina,0
Clark,406,U.S. Senate,,Joe Heck,5
Clark,406,U.S. Senate,,Tom Jones,0
Clark,406,U.S. Senate,,None Of These Candidates,4
Clark,406,U.S. Senate,,Thomas Sawyer,1
Clark,406,U.S. Senate,,Jarrod Williams,0
Clark,406,President,,Darrell Castle,0
Clark,406,President,,Hillary Clinton,61
Clark,406,President,,Roque De La Fuente,0
Clark,406,President,,Gary Johnson,3
Clark,406,President,,None Of These Candidates,1
Clark,406,President,,Donald Trump,13
Clark,406,State House,15,Elliot Anderson,48
Clark,406,State House,15,Stan Vaughan,16
Clark,406,U.S. House,1,Kamau Bakari,0
Clark,406,U.S. House,1,Reuben D'Silva,9
Clark,406,U.S. House,1,Mary Perry,16
Clark,406,U.S. House,1,Dina Titus,48
Clark,406,U.S. Senate,,Catherine Cortez Masto,52
Clark,406,U.S. Senate,,Tony Gumina,2
Clark,406,U.S. Senate,,Joe Heck,14
Clark,406,U.S. Senate,,Tom Jones,1
Clark,406,U.S. Senate,,None Of These Candidates,2
Clark,406,U.S. Senate,,Thomas Sawyer,0
Clark,406,U.S. Senate,,Jarrod Williams,0
Clark,407,President,,Darrell Castle,0
Clark,407,President,,Hillary Clinton,12
Clark,407,President,,Roque De La Fuente,0
Clark,407,President,,Gary Johnson,0
Clark,407,President,,None Of These Candidates,0
Clark,407,President,,Donald Trump,10
Clark,407,State House,6,Carlo Maffatt,3
Clark,407,State House,6,Ii Mccurdy William,14
Clark,407,State Senate,4,Kelvin Atkinson,16
Clark,407,U.S. House,4,Steve Brown,0
Clark,407,U.S. House,4,Cresent Hardy,10
Clark,407,U.S. House,4,Ruben Kihuen,12
Clark,407,U.S. House,4,Mike Little,0
Clark,407,U.S. Senate,,Catherine Cortez Masto,14
Clark,407,U.S. Senate,,Tony Gumina,0
Clark,407,U.S. Senate,,Joe Heck,8
Clark,407,U.S. Senate,,Tom Jones,0
Clark,407,U.S. Senate,,None Of These Candidates,0
Clark,407,U.S. Senate,,Thomas Sawyer,0
Clark,407,U.S. Senate,,Jarrod Williams,0
Clark,407,President,,Darrell Castle,0
Clark,407,President,,Hillary Clinton,0
Clark,407,President,,Roque De La Fuente,0
Clark,407,President,,Gary Johnson,0
Clark,407,President,,None Of These Candidates,0
Clark,407,President,,Donald Trump,0
Clark,407,State House,6,Carlo Maffatt,0
Clark,407,State House,6,Ii Mccurdy William,0
Clark,407,State Senate,4,Kelvin Atkinson,0
Clark,407,U.S. House,4,Steve Brown,0
Clark,407,U.S. House,4,Cresent Hardy,0
Clark,407,U.S. House,4,Ruben Kihuen,0
Clark,407,U.S. House,4,Mike Little,0
Clark,407,U.S. Senate,,Catherine Cortez Masto,0
Clark,407,U.S. Senate,,Tony Gumina,0
Clark,407,U.S. Senate,,Joe Heck,0
Clark,407,U.S. Senate,,Tom Jones,0
Clark,407,U.S. Senate,,None Of These Candidates,0
Clark,407,U.S. Senate,,Thomas Sawyer,0
Clark,407,U.S. Senate,,Jarrod Williams,0
Clark,407,President,,Darrell Castle,0
Clark,407,President,,Hillary Clinton,0
Clark,407,President,,Roque De La Fuente,0
Clark,407,President,,Gary Johnson,0
Clark,407,President,,None Of These Candidates,0
Clark,407,President,,Donald Trump,0
Clark,407,State House,6,Carlo Maffatt,0
Clark,407,State House,6,Ii Mccurdy William,0
Clark,407,State Senate,4,Kelvin Atkinson,0
Clark,407,U.S. House,4,Steve Brown,0
Clark,407,U.S. House,4,Cresent Hardy,0
Clark,407,U.S. House,4,Ruben Kihuen,0
Clark,407,U.S. House,4,Mike Little,0
Clark,407,U.S. Senate,,Catherine Cortez Masto,0
Clark,407,U.S. Senate,,Tony Gumina,0
Clark,407,U.S. Senate,,Joe Heck,0
Clark,407,U.S. Senate,,Tom Jones,0
Clark,407,U.S. Senate,,None Of These Candidates,0
Clark,407,U.S. Senate,,Thomas Sawyer,0
Clark,407,U.S. Senate,,Jarrod Williams,0
Clark,430,President,,Darrell Castle,3
Clark,430,President,,Hillary Clinton,688
Clark,430,President,,Roque De La Fuente,3
Clark,430,President,,Gary Johnson,22
Clark,430,President,,None Of These Candidates,18
Clark,430,President,,Donald Trump,205
Clark,430,State House,7,Jennifer Fawzy,184
Clark,430,State House,7,Dina Neal,699
Clark,430,State Senate,4,Kelvin Atkinson,767
Clark,430,U.S. House,4,Steve Brown,33
Clark,430,U.S. House,4,Cresent Hardy,183
Clark,430,U.S. House,4,Ruben Kihuen,656
Clark,430,U.S. House,4,Mike Little,26
Clark,430,U.S. Senate,,Catherine Cortez Masto,657
Clark,430,U.S. Senate,,Tony Gumina,11
Clark,430,U.S. Senate,,Joe Heck,183
Clark,430,U.S. Senate,,Tom Jones,15
Clark,430,U.S. Senate,,None Of These Candidates,47
Clark,430,U.S. Senate,,Thomas Sawyer,5
Clark,430,U.S. Senate,,Jarrod Williams,8
Clark,430,President,,Darrell Castle,5
Clark,430,President,,Hillary Clinton,857
Clark,430,President,,Roque De La Fuente,0
Clark,430,President,,Gary Johnson,31
Clark,430,President,,None Of These Candidates,21
Clark,430,President,,Donald Trump,187
Clark,430,State House,7,Jennifer Fawzy,197
Clark,430,State House,7,Dina Neal,827
Clark,430,State Senate,4,Kelvin Atkinson,926
Clark,430,U.S. House,4,Steve Brown,39
Clark,430,U.S. House,4,Cresent Hardy,179
Clark,430,U.S. House,4,Ruben Kihuen,802
Clark,430,U.S. House,4,Mike Little,29
Clark,430,U.S. Senate,,Catherine Cortez Masto,825
Clark,430,U.S. Senate,,Tony Gumina,5
Clark,430,U.S. Senate,,Joe Heck,174
Clark,430,U.S. Senate,,Tom Jones,16
Clark,430,U.S. Senate,,None Of These Candidates,53
Clark,430,U.S. Senate,,Thomas Sawyer,7
Clark,430,U.S. Senate,,Jarrod Williams,8
Clark,430,President,,Darrell Castle,1
Clark,430,President,,Hillary Clinton,842
Clark,430,President,,Roque De La Fuente,0
Clark,430,President,,Gary Johnson,13
Clark,430,President,,None Of These Candidates,21
Clark,430,President,,Donald Trump,161
Clark,430,State House,7,Jennifer Fawzy,190
Clark,430,State House,7,Dina Neal,791
Clark,430,State Senate,4,Kelvin Atkinson,868
Clark,430,U.S. House,4,Steve Brown,31
Clark,430,U.S. House,4,Cresent Hardy,166
Clark,430,U.S. House,4,Ruben Kihuen,798
Clark,430,U.S. House,4,Mike Little,18
Clark,430,U.S. Senate,,Catherine Cortez Masto,784
Clark,430,U.S. Senate,,Tony Gumina,7
Clark,430,U.S. Senate,,Joe Heck,165
Clark,430,U.S. Senate,,Tom Jones,6
Clark,430,U.S. Senate,,None Of These Candidates,40
Clark,430,U.S. Senate,,Thomas Sawyer,12
Clark,430,U.S. Senate,,Jarrod Williams,8
Clark,430,President,,Darrell Castle,2
Clark,430,President,,Hillary Clinton,713
Clark,430,President,,Roque De La Fuente,1
Clark,430,President,,Gary Johnson,26
Clark,430,President,,None Of These Candidates,10
Clark,430,President,,Donald Trump,202
Clark,430,State House,7,Jennifer Fawzy,203
Clark,430,State House,7,Dina Neal,689
Clark,430,State Senate,4,Kelvin Atkinson,782
Clark,430,U.S. House,4,Steve Brown,29
Clark,430,U.S. House,4,Cresent Hardy,205
Clark,430,U.S. House,4,Ruben Kihuen,659
Clark,430,U.S. House,4,Mike Little,21
Clark,430,U.S. Senate,,Catherine Cortez Masto,666
Clark,430,U.S. Senate,,Tony Gumina,7
Clark,430,U.S. Senate,,Joe Heck,195
Clark,430,U.S. Senate,,Tom Jones,10
Clark,430,U.S. Senate,,None Of These Candidates,46
Clark,430,U.S. Senate,,Thomas Sawyer,10
Clark,430,U.S. Senate,,Jarrod Williams,4
Clark,430,President,,Darrell Castle,3
Clark,430,President,,Hillary Clinton,549
Clark,430,President,,Roque De La Fuente,2
Clark,430,President,,Gary Johnson,11
Clark,430,President,,None Of These Candidates,9
Clark,430,President,,Donald Trump,59
Clark,430,State House,6,Carlo Maffatt,61
Clark,430,State House,6,Ii Mccurdy William,541
Clark,430,State Senate,4,Kelvin Atkinson,549
Clark,430,U.S. House,4,Steve Brown,30
Clark,430,U.S. House,4,Cresent Hardy,50
Clark,430,U.S. House,4,Ruben Kihuen,519
Clark,430,U.S. House,4,Mike Little,15
Clark,430,U.S. Senate,,Catherine Cortez Masto,508
Clark,430,U.S. Senate,,Tony Gumina,7
Clark,430,U.S. Senate,,Joe Heck,52
Clark,430,U.S. Senate,,Tom Jones,4
Clark,430,U.S. Senate,,None Of These Candidates,34
Clark,430,U.S. Senate,,Thomas Sawyer,6
Clark,430,U.S. Senate,,Jarrod Williams,9
Clark,431,President,,Darrell Castle,2
Clark,431,President,,Hillary Clinton,579
Clark,431,President,,Roque De La Fuente,2
Clark,431,President,,Gary Johnson,6
Clark,431,President,,None Of These Candidates,8
Clark,431,President,,Donald Trump,30
Clark,431,State House,6,Carlo Maffatt,30
Clark,431,State House,6,Ii Mccurdy William,564
Clark,431,State Senate,4,Kelvin Atkinson,555
Clark,431,U.S. House,4,Steve Brown,22
Clark,431,U.S. House,4,Cresent Hardy,28
Clark,431,U.S. House,4,Ruben Kihuen,544
Clark,431,U.S. House,4,Mike Little,5
Clark,431,U.S. Senate,,Catherine Cortez Masto,538
Clark,431,U.S. Senate,,Tony Gumina,2
Clark,431,U.S. Senate,,Joe Heck,30
Clark,431,U.S. Senate,,Tom Jones,3
Clark,431,U.S. Senate,,None Of These Candidates,23
Clark,431,U.S. Senate,,Thomas Sawyer,4
Clark,431,U.S. Senate,,Jarrod Williams,9
Clark,438,President,,Darrell Castle,4
Clark,438,President,,Hillary Clinton,378
Clark,438,President,,Roque De La Fuente,3
Clark,438,President,,Gary Johnson,11
Clark,438,President,,None Of These Candidates,4
Clark,438,President,,Donald Trump,76
Clark,438,State House,28,Wesley Cornwell,83
Clark,438,State House,28,Edgar Flores,362
Clark,438,U.S. House,1,Kamau Bakari,13
Clark,438,U.S. House,1,Reuben D'Silva,56
Clark,438,U.S. House,1,Mary Perry,66
Clark,438,U.S. House,1,Dina Titus,319
Clark,438,U.S. Senate,,Catherine Cortez Masto,348
Clark,438,U.S. Senate,,Tony Gumina,7
Clark,438,U.S. Senate,,Joe Heck,70
Clark,438,U.S. Senate,,Tom Jones,8
Clark,438,U.S. Senate,,None Of These Candidates,22
Clark,438,U.S. Senate,,Thomas Sawyer,7
Clark,438,U.S. Senate,,Jarrod Williams,4
Clark,438,President,,Darrell Castle,3
Clark,438,President,,Hillary Clinton,443
Clark,438,President,,Roque De La Fuente,3
Clark,438,President,,Gary Johnson,15
Clark,438,President,,None Of These Candidates,10
Clark,438,President,,Donald Trump,117
Clark,438,State House,11,Olivia Diaz,497
Clark,438,U.S. House,1,Kamau Bakari,6
Clark,438,U.S. House,1,Reuben D'Silva,86
Clark,438,U.S. House,1,Mary Perry,92
Clark,438,U.S. House,1,Dina Titus,393
Clark,438,U.S. Senate,,Catherine Cortez Masto,429
Clark,438,U.S. Senate,,Tony Gumina,9
Clark,438,U.S. Senate,,Joe Heck,103
Clark,438,U.S. Senate,,Tom Jones,5
Clark,438,U.S. Senate,,None Of These Candidates,21
Clark,438,U.S. Senate,,Thomas Sawyer,11
Clark,438,U.S. Senate,,Jarrod Williams,3
Clark,438,President,,Darrell Castle,5
Clark,438,President,,Hillary Clinton,834
Clark,438,President,,Roque De La Fuente,7
Clark,438,President,,Gary Johnson,18
Clark,438,President,,None Of These Candidates,21
Clark,438,President,,Donald Trump,120
Clark,438,State House,11,Olivia Diaz,806
Clark,438,U.S. House,1,Kamau Bakari,16
Clark,438,U.S. House,1,Reuben D'Silva,212
Clark,438,U.S. House,1,Mary Perry,105
Clark,438,U.S. House,1,Dina Titus,621
Clark,438,U.S. Senate,,Catherine Cortez Masto,767
Clark,438,U.S. Senate,,Tony Gumina,9
Clark,438,U.S. Senate,,Joe Heck,118
Clark,438,U.S. Senate,,Tom Jones,7
Clark,438,U.S. Senate,,None Of These Candidates,53
Clark,438,U.S. Senate,,Thomas Sawyer,10
Clark,438,U.S. Senate,,Jarrod Williams,7
Clark,441,President,,Darrell Castle,3
Clark,441,President,,Hillary Clinton,320
Clark,441,President,,Roque De La Fuente,1
Clark,441,President,,Gary Johnson,5
Clark,441,President,,None Of These Candidates,4
Clark,441,President,,Donald Trump,27
Clark,441,State House,11,Olivia Diaz,293
Clark,441,U.S. House,4,Steve Brown,9
Clark,441,U.S. House,4,Cresent Hardy,32
Clark,441,U.S. House,4,Ruben Kihuen,291
Clark,441,U.S. House,4,Mike Little,9
Clark,441,U.S. Senate,,Catherine Cortez Masto,298
Clark,441,U.S. Senate,,Tony Gumina,1
Clark,441,U.S. Senate,,Joe Heck,27
Clark,441,U.S. Senate,,Tom Jones,0
Clark,441,U.S. Senate,,None Of These Candidates,19
Clark,441,U.S. Senate,,Thomas Sawyer,4
Clark,441,U.S. Senate,,Jarrod Williams,3
Clark,443,President,,Darrell Castle,0
Clark,443,President,,Hillary Clinton,30
Clark,443,President,,Roque De La Fuente,0
Clark,443,President,,Gary Johnson,4
Clark,443,President,,None Of These Candidates,1
Clark,443,President,,Donald Trump,46
Clark,443,State House,28,Wesley Cornwell,40
Clark,443,State House,28,Edgar Flores,36
Clark,443,U.S. House,4,Steve Brown,6
Clark,443,U.S. House,4,Cresent Hardy,34
Clark,443,U.S. House,4,Ruben Kihuen,31
Clark,443,U.S. House,4,Mike Little,6
Clark,443,U.S. Senate,,Catherine Cortez Masto,32
Clark,443,U.S. Senate,,Tony Gumina,1
Clark,443,U.S. Senate,,Joe Heck,37
Clark,443,U.S. Senate,,Tom Jones,2
Clark,443,U.S. Senate,,None Of These Candidates,7
Clark,443,U.S. Senate,,Thomas Sawyer,0
Clark,443,U.S. Senate,,Jarrod Williams,2
Clark,445,President,,Darrell Castle,0
Clark,445,President,,Hillary Clinton,0
Clark,445,President,,Roque De La Fuente,0
Clark,445,President,,Gary Johnson,0
Clark,445,President,,None Of These Candidates,0
Clark,445,President,,Donald Trump,0
Clark,445,State House,6,Carlo Maffatt,0
Clark,445,State House,6,Ii Mccurdy William,0
Clark,445,State Senate,4,Kelvin Atkinson,0
Clark,445,U.S. House,4,Steve Brown,0
Clark,445,U.S. House,4,Cresent Hardy,0
Clark,445,U.S. House,4,Ruben Kihuen,0
Clark,445,U.S. House,4,Mike Little,0
Clark,445,U.S. Senate,,Catherine Cortez Masto,0
Clark,445,U.S. Senate,,Tony Gumina,0
Clark,445,U.S. Senate,,Joe Heck,0
Clark,445,U.S. Senate,,Tom Jones,0
Clark,445,U.S. Senate,,None Of These Candidates,0
Clark,445,U.S. Senate,,Thomas Sawyer,0
Clark,445,U.S. Senate,,Jarrod Williams,0
Clark,446,President,,Darrell Castle,4
Clark,446,President,,Hillary Clinton,775
Clark,446,President,,Roque De La Fuente,1
Clark,446,President,,Gary Johnson,8
Clark,446,President,,None Of These Candidates,18
Clark,446,President,,Donald Trump,64
Clark,446,State House,6,Carlo Maffatt,67
Clark,446,State House,6,Ii Mccurdy William,744
Clark,446,State Senate,4,Kelvin Atkinson,740
Clark,446,U.S. House,4,Steve Brown,36
Clark,446,U.S. House,4,Cresent Hardy,71
Clark,446,U.S. House,4,Ruben Kihuen,694
Clark,446,U.S. House,4,Mike Little,16
Clark,446,U.S. Senate,,Catherine Cortez Masto,706
Clark,446,U.S. Senate,,Tony Gumina,4
Clark,446,U.S. Senate,,Joe Heck,68
